DATE,ANALYST,TIME SENT,EVENT DAY,EVENT START,LOCATION,SPORT,EVENT TYPE,EVENT,RACE,NO.,SELECTION,UNITS INVESTED,MARKET ADVICE,BET TYPE,MARKET LINE / TOTAL,RECOMMENDED PRICE,RECORDING METHOD,ODDS ,RESULT,UNITS COLLECTED,P/L,CUMULATIVE P/L,CUMULATIVE UNITS INVESTED,POT%,ROI%,PROFIT ($100 UNIT),BET WIN LOSE,PRICE,COMMISION,EMAIL ODDS,AVAILABLE ODDS,BEST FIXED EMAIL SENT,BEST FIXED CLOSING,BETFAIR SP,BOB/BTSP,BEST TOTE,AGENCY,EMAIL BEST LINE / TOTAL,EMAIL BEST ODDS,RESULT,CLOSING LINE,CLOSING PINNACLE,CLOSING BETFAIR,RESULT,EMAIL,GOAT,BFSP,TF,SP,EMAIL,Mid Tote,GOAT,BFSP
27-06-17,Luke Murrell,,Tue,,Australia,Horse Racing,,Newcastle,,,Niccis Gold,0.5,,Win,,,,9,L,0,-0.5,358.3,4267.2,8.40%,358.30%,"$35,826.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
27-06-17,Luke Murrell,,Tue,,Australia,Horse Racing,,Newcastle,,,Vanquilo,0.5,,Win,,,,5,L,0,-0.5,357.8,4267.7,8.40%,357.80%,"$35,776.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
28-06-17,Luke Murrell,,Wed,,Australia,Horse Racing,,Warwick Farm,,,Our Beatnik,0.5,,Win,,,,12,L,0,-0.5,357.3,4268.2,8.40%,357.30%,"$35,726.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
28-06-17,Luke Murrell,,Wed,,Australia,Horse Racing,,Warwick Farm,,,Our Beatnik,0.5,,Place,,,,3,L,0,-0.5,356.8,4268.7,8.40%,356.80%,"$35,676.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
28-06-17,Luke Murrell,,Wed,,Australia,Horse Racing,,Warwick Farm,,,Quick Defense,0.5,,Win,,,,8,L,0,-0.5,356.3,4269.2,8.30%,356.30%,"$35,626.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
28-06-17,Luke Murrell,,Wed,,Australia,Horse Racing,,Warwick Farm,,,Quick Defense,0.5,,Place,,,,2.6,L,0,-0.5,355.8,4269.7,8.30%,355.80%,"$35,576.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-17,Luke Murrell,,Fri,,Australia,Horse Racing,,Kempsey,,,Great Gats,1.5,,Win,,,,4,W,6,4.5,360.3,4271.2,8.40%,360.30%,"$36,026.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-17,Luke Murrell,,Fri,,Australia,Horse Racing,,Kempsey,,,Imposition,0.5,,Win,,,,4.4,L,0,-0.5,359.8,4271.7,8.40%,359.80%,"$35,976.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-17,Luke Murrell,,Fri,,Australia,Horse Racing,,Kempsey,,,Little Shocker,0.5,,Win,,,,3.4,W,1.7,1.2,361,4272.2,8.40%,361.00%,"$36,096.00 ",W,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-17,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Cols Bro,0.3,,Win,,,,100,L,0,-0.25,360.7,4272.5,8.40%,360.70%,"$36,071.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-17,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Cols Bro,0.5,,Place,,,,15,L,0,-0.5,360.2,4273,8.40%,360.20%,"$36,021.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-17,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Crackneck,2.5,,Win,,,,11,L,0,-2.5,357.7,4275.5,8.40%,357.70%,"$35,771.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-17,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Magentaz,0.5,,Win,,,,7,L,0,-0.5,357.2,4276,8.40%,357.20%,"$35,721.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-17,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Magentaz,1,,Place,,,,2,L,0,-1,356.2,4277,8.30%,356.20%,"$35,621.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-17,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Mahjong Rose,2.5,,Win,,,,9,L,0,-2.5,353.7,4279.5,8.30%,353.70%,"$35,371.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-17,Luke Murrell,,Sat,,Australia,Horse Racing,,Newcastle,,,Thai Boxing,4,,Win,,,,2.25,L,0,-4,349.7,4283.5,8.20%,349.70%,"$34,971.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-17,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Helisophere,1,,Win,,,,2.5,L,0,-1,348.7,4284.5,8.10%,348.70%,"$34,871.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-17,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Princefamous,1,,Win,,,,8,L,0,-1,347.7,4285.5,8.10%,347.70%,"$34,771.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
01-07-17,Luke Murrell,,Sat,,Australia,Horse Racing,,Rosehill,,,Sir Push,1.5,,Win,,,,3,L,0,-1.5,346.2,4287,8.10%,346.20%,"$34,621.00 ",L,,,,,,,,,,,,,,,,,,,,,,,,,,
