DATE,ANALYST,TIME SENT,EVENT DAY,EVENT START,LOCATION,SPORT,EVENT TYPE,EVENT,RACE,NO.,SELECTION,UNITS INVESTED,MARKET ADVICE,MARKET TYPE,MARKET LINE / TOTAL,BET          LINE / TOTAL,AGENCY,W.E.I. ODDS,RESULT,UNITS COLLECTED,P/L,CUMULATIVE P/L,CUMULATIVE UNITS INVESTED,POT%,ROI%,PROFIT ($100 UNIT),BET WIN LOSE,PRICE,COMMISION,EMAIL ODDS,AVAILABLE ODDS,BEST FIXED EMAIL SENT,BEST FIXED CLOSING,BETFAIR SP,BOB/BTSP,BEST TOTE,AGENCY,EMAIL BEST LINE / TOTAL,EMAIL BEST ODDS,RESULT,CLOSING LINE,CLOSING PINNACLE,CLOSING BETFAIR,RESULT,EMAIL,GOAT,BFSP,TF,SP,EMAIL,Mid Tote,GOAT,BFSP,MID TOTE,HIGHEST FIXED CLOSING PRICE,SB OPENING PRICE,BFSP Converted P&L Less Commission,BFSP Price Less Commission,Fixed,Fixed Converted P&L Less Stake,BOB
16/07/2019,John's Analytics,,Tue,1530,Australia,Horse Racing,,BALLARAT,6,7,VALENCIA MISSILE,0.45,,Win,,,SB,13,0,0,-0.45,281.2,2440.8,11.50%,281.20%,28124.2,F,,,13,14,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2019,John's Analytics,,Tue,1530,Australia,Horse Racing,,BALLARAT,6,7,VALENCIA MISSILE,0.9,,Place,,,EASY,3.2,0,0,-0.9,280.3,2441.7,11.50%,280.30%,28034.2,F,,,3.2,3.5,3.2,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2019,John's Analytics,,Tue,1555,Australia,Horse Racing,,BALLINA,6,8,CLEVER DOLLY,0.35,,Win,,,TOP,17,0,0,-0.35,280,2442,11.50%,280.00%,27999.2,F,,,17,17,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2019,John's Analytics,,Tue,1555,Australia,Horse Racing,,BALLINA,6,8,CLEVER DOLLY,0.7,,Place,,,EASY,3.4,0,0,-0.7,279.3,2442.7,11.40%,279.30%,27929.2,F,,,3.4,3.9,3.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2019,John's Analytics,,Tue,1604,Australia,Horse Racing,,CAIRNS,8,4,HOT SAGA,0.2,,Win,,,TOP,34,0,0,-0.2,279.1,2442.9,11.40%,279.10%,27909.2,F,,,34,35,34,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2019,John's Analytics,,Tue,1604,Australia,Horse Racing,,CAIRNS,8,4,HOT SAGA,0.4,,Place,,,SB,5.5,0,0,-0.4,278.7,2443.3,11.40%,278.70%,27869.2,F,,,5.5,6,5.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2019,John's Analytics,,Wed,1410,Australia,Horse Racing,,CRANBOURNE,4,7,ALLOYE,0.2,,Win,,,LAD,26,0,0,-0.2,278.5,2443.5,11.40%,278.50%,27849.2,F,,,26,34,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2019,John's Analytics,,Wed,1410,Australia,Horse Racing,,CRANBOURNE,4,7,ALLOYE,0.4,,Place,,,EASY,6,0,0,-0.4,278.1,2443.9,11.40%,278.10%,27809.2,F,,,6,7,6,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2019,John's Analytics,,Wed,1520,Australia,Horse Racing,,CRANBOURNE,6,11,RIVERINA LASS,0.5,,Win,,,TOP,7.5,3,0,-0.5,277.6,2444.4,11.40%,277.60%,27759.2,F,,,7.5,8,7.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2019,John's Analytics,,Wed,1520,Australia,Horse Racing,,CRANBOURNE,6,11,RIVERINA LASS,1,,Place,,,SB,2.8,3,2.8,1.8,279.4,2445.4,11.40%,279.40%,27939.2,W,,,2.8,3,2.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2019,John's Analytics,,Wed,1720,Australia,Horse Racing,,BALAKLAVA,8,12,TURF TAPPER,0.2,,Win,,,LAD,31,0,0,-0.2,279.2,2445.6,11.40%,279.20%,27919.2,F,,,31,36,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2019,John's Analytics,,Wed,1720,Australia,Horse Racing,,BALAKLAVA,8,12,TURF TAPPER,0.4,,Place,,,SB,8.5,0,0,-0.4,278.8,2446,11.40%,278.80%,27879.2,F,,,8.5,9,8.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1143,Australia,Horse Racing,,EAGLE FARM,1,10,NOTONYA NELLY,0.5,,Win,,,TOP,11,0,0,-0.5,278.3,2446.5,11.40%,278.30%,27829.2,F,,,11,13,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1143,Australia,Horse Racing,,EAGLE FARM,1,10,NOTONYA NELLY,1,,Place,,,VicFix,3.2,0,0,-1,277.3,2447.5,11.30%,277.30%,27729.2,F,,,3.2,3.3,3.2,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1300,Australia,Horse Racing,,FLEMINGTON,3,11,PROPHECIES,0.5,,Win,,,SB,9.5,0,0,-0.5,276.8,2448,11.30%,276.80%,27679.2,F,,,9.5,10,9.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1300,Australia,Horse Racing,,FLEMINGTON,3,11,PROPHECIES,1,,Place,,,SB,2.9,0,0,-1,275.8,2449,11.30%,275.80%,27579.2,F,,,2.9,3.1,2.9,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1355,Australia,Horse Racing,,RANDWICK,5,8,WHITE BOOTS,1,,Win,,,B365,4.4,3,0,-1,274.8,2450,11.20%,274.80%,27479.2,F,,,4.4,4.6,4.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1411,Australia,Horse Racing,,LISMORE,3,2,PRYING,0.2,,Win,,,LAD,34,0,0,-0.2,274.6,2450.2,11.20%,274.60%,27459.2,F,,,34,41,34,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1411,Australia,Horse Racing,,LISMORE,3,2,PRYING,0.4,,Place,,,LAD,6.5,0,0,-0.4,274.2,2450.6,11.20%,274.20%,27419.2,F,,,6.5,7.5,6.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1431,Australia,Horse Racing,,MOE,6,13,ALI ORPHAN,0.2,,Win,,,TOP,31,0,0,-0.2,274,2450.8,11.20%,274.00%,27399.2,F,,,31,34,31,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1431,Australia,Horse Racing,,MOE,6,13,ALI ORPHAN,0.4,,Place,,,LAD,8.1,0,0,-0.4,273.6,2451.2,11.20%,273.60%,27359.2,F,,,8.1,8.5,8.1,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1515,Australia,Horse Racing,,RANDWICK,7,5,NOTATION,1,,Win,,,EASY,2.9,2,0,-1,272.6,2452.2,11.10%,272.60%,27259.2,F,,,2.9,3.1,2.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1611,Australia,Horse Racing,,LISMORE,6,9,HUMILITY,0.5,,Win,,,LAD,7.5,0,0,-0.5,272.1,2452.7,11.10%,272.10%,27209.2,F,,,7.5,8,7.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2019,John's Analytics,,Sat,1611,Australia,Horse Racing,,LISMORE,6,9,HUMILITY,1,,Place,,,SB,2.7,0,0,-1,271.1,2453.7,11.00%,271.10%,27109.2,F,,,2.7,2.88,2.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1115,Australia,Horse Racing,,NARRANDERA,1,7,EASY LEICA,1,,Win,,,EASY,4.8,1,4.8,3.8,274.9,2454.7,11.20%,274.90%,27489.2,W,,,4.8,4.8,4.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1422,Australia,Horse Racing,,WANGARATTA,5,6,MAGIC MONARCH,0.2,,Win,,,TOP,34,0,0,-0.2,274.7,2454.9,11.20%,274.70%,27469.2,F,,,34,34,34,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1422,Australia,Horse Racing,,WANGARATTA,5,6,MAGIC MONARCH,0.4,,Place,,,TOP,9,0,0,-0.4,274.3,2455.3,11.20%,274.30%,27429.2,F,,,9,9.5,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1502,Australia,Horse Racing,,WANGARATTA,6,2,FLYING CYRIL,0.25,,Win,,,TOP,21,0,0,-0.25,274,2455.6,11.20%,274.00%,27404.2,F,,,21,23,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1502,Australia,Horse Racing,,WANGARATTA,6,2,FLYING CYRIL,0.5,,Place,,,EASY,5,0,0,-0.5,273.5,2456.1,11.10%,273.50%,27354.2,F,,,5,5.5,5,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1515,Australia,Horse Racing,,NARRANDERA,7,8,PALAMEDES,0.4,,Win,,,LAD,15,1,6,5.6,279.1,2456.5,11.40%,279.10%,27914.2,W,,,15,16,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1515,Australia,Horse Racing,,NARRANDERA,7,8,PALAMEDES,0.8,,Place,,,LAD,4.2,1,3.36,2.56,281.7,2457.3,11.50%,281.70%,28170.2,W,,,4.2,4.6,4.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1542,Australia,Horse Racing,,WANGARATTA,7,1,MACSTRYKER,0.25,,Win,,,TOP,19.95,0,0,-0.25,281.5,2457.5,11.50%,281.50%,28145.2,F,,,19.95,19.95,19.95,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1542,Australia,Horse Racing,,WANGARATTA,7,1,MACSTRYKER,0.5,,Place,,,B365,5.17,0,0,-0.5,281,2458,11.40%,281.00%,28095.2,F,,,5.17,5.17,5.17,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1600,Australia,Horse Racing,,DEVONPORT,8,8,FOREVER ALONE,0.25,,Win,,,EASY,23,0,0,-0.25,280.7,2458.3,11.40%,280.70%,28070.2,F,,,23,26,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1600,Australia,Horse Racing,,DEVONPORT,8,8,FOREVER ALONE,0.5,,Place,,,EASY,6,0,0,-0.5,280.2,2458.8,11.40%,280.20%,28020.2,F,,,6,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1740,Australia,Horse Racing,,KALGOORLIE,6,5,TEMPLE MAN,0.45,,Win,,,VicFix,13,0,0,-0.45,279.8,2459.2,11.40%,279.80%,27975.2,F,,,13,14,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1740,Australia,Horse Racing,,KALGOORLIE,6,5,TEMPLE MAN,0.9,,Place,,,EASY,3.8,0,0,-0.9,278.9,2460.1,11.30%,278.90%,27885.2,F,,,3.8,4,3.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1815,Australia,Horse Racing,,KALGOORLIE,7,10,URQUELL,0.2,,Win,,,VicFix,34,0,0,-0.2,278.7,2460.3,11.30%,278.70%,27865.2,F,,,34,41,34,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2019,John's Analytics,,Sun,1815,Australia,Horse Racing,,KALGOORLIE,7,10,URQUELL,0.4,,Place,,,LAD,8.1,0,0,-0.4,278.3,2460.7,11.30%,278.30%,27825.2,F,,,8.1,11,8.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2019,John's Analytics,,Mon,1505,Australia,Horse Racing,,GOULBURN,5,7,BIODYNAMIC,0.4,,Win,,,LAD,15,0,0,-0.4,277.9,2461.1,11.30%,277.90%,27785.2,F,,,15,16,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2019,John's Analytics,,Mon,1505,Australia,Horse Racing,,GOULBURN,5,7,BIODYNAMIC,0.8,,Place,,,EASY,4.2,0,0,-0.8,277.1,2461.9,11.30%,277.10%,27705.2,F,,,4.2,4.4,4.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2019,John's Analytics,,Mon,1615,Australia,Horse Racing,,GOULBURN,7,16,ARRONDISSEMENT,0.2,,Win,,,TOP,31,0,0,-0.2,276.9,2462.1,11.20%,276.90%,27685.2,F,,,31,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2019,John's Analytics,,Mon,1615,Australia,Horse Racing,,GOULBURN,7,16,ARRONDISSEMENT,0.4,,Place,,,LAD,8,0,0,-0.4,276.5,2462.5,11.20%,276.50%,27645.2,F,,,8,8.5,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2019,John's Analytics,,Tue,1600,Australia,Horse Racing,,PAKENHAM,8,6,DARKSIDE,0.2,,Win,,,LAD,26,0,0,-0.2,276.3,2462.7,11.20%,276.30%,27625.2,F,,,26,26,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2019,John's Analytics,,Tue,1600,Australia,Horse Racing,,PAKENHAM,8,6,DARKSIDE,0.4,,Place,,,B365,6,0,0,-0.4,275.9,2463.1,11.20%,275.90%,27585.2,F,,,6,6.3,6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2019,John's Analytics,,Tue,1612,Australia,Horse Racing,,YEPPOON,7,9,A LITTLEBITTAMAGIC,0.5,,Win,,,SB,6.5,0,0,-0.5,275.4,2463.6,11.20%,275.40%,27535.2,F,,,6.5,7,6.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2019,John's Analytics,,Tue,1612,Australia,Horse Racing,,YEPPOON,7,9,A LITTLEBITTAMAGIC,1,,Place,,,SB,2.35,0,0,-1,274.4,2464.6,11.10%,274.40%,27435.2,F,,,2.35,2.5,2.35,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2019,John's Analytics,,Tue,1647,Australia,Horse Racing,,YEPPOON,8,8,CHEEKY MILA,0.25,,Win,,,EASY,23,0,0,-0.25,274.1,2464.9,11.10%,274.10%,27410.2,F,,,23,26,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2019,John's Analytics,,Tue,1647,Australia,Horse Racing,,YEPPOON,8,8,CHEEKY MILA,0.5,,Place,,,EASY,6,0,0,-0.5,273.6,2465.4,11.10%,273.60%,27360.2,F,,,6,6.8,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/07/2019,John's Analytics,,Thu,1440,Australia,Horse Racing,,TOWNSVILLE,4,9,MISTA BUSY,0.45,,Win,,,EASY,13,3,0,-0.45,273.2,2465.8,11.10%,273.20%,27315.2,F,,,13,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/07/2019,John's Analytics,,Thu,1440,Australia,Horse Racing,,TOWNSVILLE,4,9,MISTA BUSY,0.9,,Place,,,SB,3.5,3,3.15,2.25,275.4,2466.7,11.20%,275.40%,27540.2,W,,,3.5,3.8,3.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2019,John's Analytics,,Fri,1455,Australia,Horse Racing,,CANBERRA,5,5,BUBBLER,0.4,,Win,,,TOP,14,0,0,-0.4,275,2467.1,11.10%,275.00%,27500.2,F,,,14,14,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2019,John's Analytics,,Fri,1455,Australia,Horse Racing,,CANBERRA,5,5,BUBBLER,0.8,,Place,,,SB,3.3,0,0,-0.8,274.2,2467.9,11.10%,274.20%,27420.2,F,,,3.3,3.4,3.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2019,John's Analytics,,Sat,1253,Australia,Horse Racing,,BEAUDESERT,2,7,ELECTRIC ELLYSE,0.25,,Win,,,VicFix,21,0,0,-0.25,274,2468.2,11.10%,274.00%,27395.2,F,,,21,26,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2019,John's Analytics,,Sat,1253,Australia,Horse Racing,,BEAUDESERT,2,7,ELECTRIC ELLYSE,0.5,,Place,,,B365,5.5,0,0,-0.5,273.5,2468.7,11.10%,273.50%,27345.2,F,,,5.5,5.5,5.5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2019,John's Analytics,,Sat,1428,Australia,Horse Racing,,TOWNSVILLE,4,12,LUVYA BEAK,0.2,,Win,,,TOP,34,2,0,-0.2,273.3,2468.9,11.10%,273.30%,27325.2,F,,,34,35,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2019,John's Analytics,,Sat,1428,Australia,Horse Racing,,TOWNSVILLE,4,12,LUVYA BEAK,0.4,,Place,,,VicFix,8,2,3.2,2.8,276.1,2469.3,11.20%,276.10%,27605.2,W,,,8,9.5,8,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2019,John's Analytics,,Sat,1524,Australia,Horse Racing,,BEAUDESERT,6,5,ACCOUNTANT,0.3,,Win,,,LAD,18,0,0,-0.3,275.8,2469.6,11.20%,275.80%,27575.2,F,,,18,21,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2019,John's Analytics,,Sat,1524,Australia,Horse Racing,,BEAUDESERT,6,5,ACCOUNTANT,0.6,,Place,,,EASY,4.8,0,0,-0.6,275.2,2470.2,11.10%,275.20%,27515.2,F,,,4.8,5,4.8,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2019,John's Analytics,,Sun,1125,Australia,Horse Racing,,DEVONPORT,1,4,LUNA SKY,0.4,,Win,,,TOP,14,0,0,-0.4,274.8,2470.6,11.10%,274.80%,27475.2,F,,,14,16,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2019,John's Analytics,,Sun,1125,Australia,Horse Racing,,DEVONPORT,1,4,LUNA SKY,0.8,,Place,,,LAD,4.2,0,0,-0.8,274,2471.4,11.10%,274.00%,27395.2,F,,,4.2,4.6,4.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2019,John's Analytics,,Mon,1430,Australia,Horse Racing,,CASTERTON,5,6,CENTENARY SHOT,0.25,,Win,,,TOP,23,0,0,-0.25,273.7,2471.6,11.10%,273.70%,27370.2,F,,,23,23,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2019,John's Analytics,,Mon,1430,Australia,Horse Racing,,CASTERTON,5,6,CENTENARY SHOT,0.5,,Place,,,TOP,6,0,0,-0.5,273.2,2472.1,11.10%,273.20%,27320.2,F,,,6,6,6,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2019,John's Analytics,,Tue,1525,Australia,Horse Racing,,ALBURY,5,13,UNDERCOVER POET,0.2,,Win,,,LAD,31,0,0,-0.2,273,2472.3,11.00%,273.00%,27300.2,F,,,31,41,31,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2019,John's Analytics,,Tue,1525,Australia,Horse Racing,,ALBURY,5,13,UNDERCOVER POET,0.4,,Place,,,SB,8.5,0,0,-0.4,272.6,2472.7,11.00%,272.60%,27260.2,F,,,8.5,11,8.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2019,John's Analytics,,Tue,1630,Australia,Horse Racing,,BALLARAT,9,8,CHEEKY REWARD,0.35,,Win,,,EASY,17,0,0,-0.35,272.3,2473.1,11.00%,272.30%,27225.2,F,,,17,18,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2019,John's Analytics,,Tue,1630,Australia,Horse Racing,,BALLARAT,9,8,CHEEKY REWARD,0.7,,Place,,,TOP,4.4,0,0,-0.7,271.6,2473.8,11.00%,271.60%,27155.2,F,,,4.4,4.6,4.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/07/2019,John's Analytics,,Wed,1350,Australia,Horse Racing,,MORPHETTVILLE,3,5,ARTISTIC FOCUS,0.5,,Win,,,VicFix,5.5,0,0,-0.5,271.1,2474.3,11.00%,271.10%,27105.2,F,,,5.5,6.5,5.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/07/2019,John's Analytics,,Wed,1350,Australia,Horse Racing,,MORPHETTVILLE,3,5,ARTISTIC FOCUS,1,,Place,,,VicFix,2.5,0,0,-1,270.1,2475.3,10.90%,270.10%,27005.2,F,,,2.5,2.88,2.5,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/08/2019,John's Analytics,,Thu,1627,Australia,Horse Racing,,HAWKESBURY,8,12,LADY EVELYN,0.2,,Win,,,TOP,26,1,5.2,5,275.1,2475.5,11.10%,275.10%,27505.2,W,,,26,26,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/08/2019,John's Analytics,,Thu,1627,Australia,Horse Racing,,HAWKESBURY,8,12,LADY EVELYN,0.4,,Place,,,SB,7.5,1,3,2.6,277.7,2475.9,11.20%,277.70%,27765.2,W,,,7.5,8,7.5,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/08/2019,John's Analytics,,Fri,1427,Australia,Horse Racing,,GATTON,5,4,TEN TAUBADA'S,0.5,,Win,,,LAD,11,0,0,-0.5,277.2,2476.4,11.20%,277.20%,27715.2,F,,,11,15,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/08/2019,John's Analytics,,Fri,1427,Australia,Horse Racing,,GATTON,5,4,TEN TAUBADA'S,1,,Place,,,LAD,3.4,0,0,-1,276.2,2477.4,11.10%,276.20%,27615.2,F,,,3.4,4,3.4,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1235,Australia,Horse Racing,,MOONEE VALLEY,2,8,RUMBLE DOLL,0.5,,Win,,,EASY,10,2,0,-0.5,275.7,2477.9,11.10%,275.70%,27565.2,F,,,10,11,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1235,Australia,Horse Racing,,MOONEE VALLEY,2,8,RUMBLE DOLL,1,,Place,,,TOP,2.8,2,2.8,1.8,277.5,2478.9,11.20%,277.50%,27745.2,W,,,2.8,2.9,2.8,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1321,Australia,Horse Racing,,MORPHETTVILLE,2,4,POLAR VORTEX,0.5,,Win,,,VicFix,5.5,1,2.75,2.25,279.7,2479.4,11.30%,279.70%,27970.2,W,,,5.5,6,5.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1321,Australia,Horse Racing,,MORPHETTVILLE,2,4,POLAR VORTEX,1,,Place,,,SB,2.45,1,2.45,1.45,281.2,2480.4,11.30%,281.20%,28115.2,W,,,2.45,2.5,2.45,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1433,Australia,Horse Racing,,GOLD COAST,5,13,LORD OF THE DREAMZ,0.15,,Win,,,EASY,41,0,0,-0.15,281,2480.5,11.30%,281.00%,28100.2,F,,,41,41,41,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1433,Australia,Horse Racing,,GOLD COAST,5,13,LORD OF THE DREAMZ,0.3,,Place,,,EASY,9,0,0,-0.3,280.7,2480.8,11.30%,280.70%,28070.2,F,,,9,11,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1549,Australia,Horse Racing,,KEMBLA GRANGE,7,5,CHICADILLY,0.5,,Win,,,LAD,11,0,0,-0.5,280.2,2481.3,11.30%,280.20%,28020.2,F,,,11,13,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1549,Australia,Horse Racing,,KEMBLA GRANGE,7,5,CHICADILLY,1,,Place,,,LAD,3.4,0,0,-1,279.2,2482.3,11.20%,279.20%,27920.2,F,,,3.4,3.75,3.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1559,Australia,Horse Racing,,CAIRNS,6,5,SUPER MARIO,0.35,,Win,,,VicFix,16,0,0,-0.35,278.9,2482.7,11.20%,278.90%,27885.2,F,,,16,17,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1559,Australia,Horse Racing,,CAIRNS,6,5,SUPER MARIO,0.7,,Place,,,VicFix,4.2,0,0,-0.7,278.2,2483.4,11.20%,278.20%,27815.2,F,,,4.2,4.6,4.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/08/2019,John's Analytics,,Sat,1700,Australia,Horse Racing,,MOONEE VALLEY,9,6,NON PAEAR,1,,Win,,,TOP,5,0,0,-1,277.2,2484.4,11.20%,277.20%,27715.2,F,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/08/2019,John's Analytics,,Sun,1555,Australia,Horse Racing,,MOUNT GAMBIER,5,7,HAKUNA MATATA,0.2,,Win,,,LAD,34,0,0,-0.2,277,2484.6,11.10%,277.00%,27695.2,F,,,34,41,34,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/08/2019,John's Analytics,,Sun,1555,Australia,Horse Racing,,MOUNT GAMBIER,5,7,HAKUNA MATATA,0.4,,Place,,,EASY,6.5,0,0,-0.4,276.6,2485,11.10%,276.60%,27655.2,F,,,6.5,8,6.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2019,John's Analytics,,Mon,1530,Australia,Horse Racing,,ECHUCA,5,8,SO BELAFONTE,0.5,,Win,,,EASY,10.78,1,5.39,4.89,281.4,2485.5,11.30%,281.40%,28144.2,W,,,10.78,10.78,10.78,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2019,John's Analytics,,Mon,1530,Australia,Horse Racing,,ECHUCA,5,8,SO BELAFONTE,1,,Place,,,EASY,3.37,1,3.37,2.37,283.8,2486.5,11.40%,283.80%,28380.8,W,,,3.37,3.47,3.37,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2019,John's Analytics,,Mon,1630,Australia,Horse Racing,,ECHUCA,7,9,ANNEMIEK,0.25,,Win,,,VicFix,23,0,0,-0.25,283.6,2486.7,11.40%,283.60%,28355.8,F,,,23,26,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/08/2019,John's Analytics,,Mon,1630,Australia,Horse Racing,,ECHUCA,7,9,ANNEMIEK,0.5,,Place,,,VicFix,5,0,0,-0.5,283.1,2487.2,11.40%,283.10%,28305.8,F,,,5,7,5,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
