DATE,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
13-Sep-20,15:15,SUNSHINE COAST,5,7 – RED DOULTEN,R.STEWART,538,2ND,/$1.56
13-Sep-20,15:20,OAKBANK,4,7 – THE HAITIAN POET,J.HOLDER,942,,
13-Sep-20,15:40,CRANBOURNE,6,3 – WEST WIND (BEST BET),J.ALLEN,322,WINNER,$2.00 /$1.30
13-Sep-20,15:54,SUNSHINE COAST,6,2 – MISSILE MANIA,R.MALONEY,223,2ND,/$2.00
13-Sep-20,16:02,COFFS HARBOUR,6,6 – SEQUANA,A.GIBBONS,812,WINNER,$2.60 /$1.30
13-Sep-20,16:06,YORK,2,3 – YAMATAI,M.DERRICK(A),223,3RD,/$1.18
13-Sep-20,16:36,YORK,3,1 – REACTION,J.WHITING,762,2ND,/$1.30
13-Sep-20,16:50,OAKBANK,7,2 – ZOFFALA,B.VORSTER,1X4,2ND,/$1.18
13-Sep-20,17:00,DUBBO,9,2 – SNEAK PREVIEW,M.CAHILL,0X1,2ND,/$1.90
13-Sep-20,17:12,YORK,4,3 – PLAYING FOR KEEPS,J.MCNAUGHT,6X5,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,12-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
12-Sep-20,11:48,DOOMBEN,1,6 – TRENGGANU,A.PATIS(A),121,2ND,/$1.73
12-Sep-20,12:15,ROSEHILL,1,4 – DESERT PATH,N.RAWILLER,814,WINNER,$7.80 /$3.00
12-Sep-20,12:23,DOOMBEN,2,7 – AMICHE,R.MALONEY,131,,
12-Sep-20,12:58,DOOMBEN,3,10 – FISTICUFFS,R.MALONEY,5X3,WINNER,$2.40 /$1.60
12-Sep-20,13:09,KEMBLA GRANGE,2,8 – ROCK THE BELLS,K.LATHAM,1,2ND,/$1.62
12-Sep-20,13:13,GOLD COAST,2,5 – SWEET RHAPSODY,L.TILLEY,215,,
12-Sep-20,13:16,MORPHETVILLE,2,2 – FRANKIE PINOT,B.VORSTER,2X2,WINNER,$1.60 /$1.20
12-Sep-20,13:33,DOOMBEN,4,9 – SAFEWORK,M.DU PLESSIS,524,WINNER,$4.20 /$1.70
12-Sep-20,13:40,FLEMINGTON,4,7 – BOLD STAR,C.WILLIAMS,8X4,,
12-Sep-20,13:51,MORPHETVILLE,3,2 – FRANKED,E.BOYD,X07,,
12-Sep-20,14:03,BELMONT,1,4 – NORTHWOOD,M.PATEMAN,X52,,
12-Sep-20,14:08,DOOMBEN,5,6 – ALL IMPORTANT,R.MALONEY,X44,,
12-Sep-20,14:15,FLEMINGTON,5,7 – TOFFEE TONGUE,C.WILLIAMS,1X5,,
12-Sep-20,14:30,MORPHETVILLE,4,2 – DAWN SALUTE,S.LOGAN(A),X31,2ND,/$1.90
12-Sep-20,14:43,BELMONT,2,1 – SURVEILLANCE,J.BROWN,283,2ND,/$1.35
12-Sep-20,14:48,DOOMBEN,6,7 – SEEINGISBELIEVING,B.NOTHDURFT,451,2ND,/$1.95
12-Sep-20,14:55,FLEMINGTON,6,12 – TRAVIMYFRIEND,D.YENDALL,172,WINNER,$23.90/$5.40
12-Sep-20,14:59,KEMBLA GRANGE,5,3 – MICRONA,A.COLLETT,422,,
12-Sep-20,15:09,CARNARVON,1,1 – MYTHICAL TRUST,H.FITZGERALD(A),221,,
12-Sep-20,15:15,ROSEHILL,6,5 – NORTH PACIFIC,J.MCDONALD,X11,,
12-Sep-20,15:19,BELMONT,3,1 – NOIR DE RUE,L.WARWICK,673,,
12-Sep-20,15:35,FLEMINGTON,7,4 – FIERCE IMPACT,M.ZAHRA,8X3,WINNER,$3.90 /$1.75
12-Sep-20,15:37,DARWIN,2,1 – KRONOS,W.DAVIS,711,WINNER,$1.95 /$1.22
12-Sep-20,15:39,KEMBLA GRANGE,6,1 – AORAKI,K.JENNINGS,2X3,,
12-Sep-20,15:43,GOLD COAST,6,4 – DR WHY NOT,M.MURPHY,312,,
12-Sep-20,15:59,BELMONT,4,2 – MASSIMO (BEST BET),C.J-POR,211,WINNER,$1.35/ $1.08
12-Sep-20,16:07,DOOMBEN,8,3 – JUST ORM,R.FRADD,211,2ND,/$1.60
12-Sep-20,16:17,CARNARVON,3,1 – FERNGROVE,J.GRAY(A),41,2ND,/$1.44
12-Sep-20,16:19,KEMBLA GRANGE,7,6 – ECHO POINT,,,LATE,SCRATCHING
12-Sep-20,16:38,BELMONT,5,2 – MADAM TORIO (BEST BET),C.PARNHAM,511,,
12-Sep-20,17:00,GOLD COAST,8,1 – JARHEAD,T.WOLFGRAM,613,3RD,/$1.25
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,11-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
11-Sep-20,13:15,GOULBURN,2,2 – LOVE TAP,N.RAWILLER,11,WINNER,$1.15 /$1.03
11-Sep-20,13:22,CAIRNS,1,2 – CRACKER ESSGEE,P.ROMEO,533,2ND,/$1.35
11-Sep-20,13:30,SWAN HILL,1,9 – SILK JACKET,F.W.KERSLEY,222,2ND,/$1.04
11-Sep-20,13:50,GOULBURN,3,1 - DEEP CRYSTAL (BEST BET),B.LOY,1X1,WINNER,$1.40 /$1.06
11-Sep-20,14:30,SWAN HILL,3,3 – EXPECTANT,J.NOONAN,X32,2ND,/$1.95
11-Sep-20,14:34,CAIRNS,3,1 – BEST HOFFA,L.TILLEY,172,,
11-Sep-20,15:05,GOULBURN,5,2 – LUVOIR,K.LATHAM,X41,2ND,/$1.57
11-Sep-20,15:25,TUNCURRY,5,3 – NEW TYCOON,A.MORGAN,0X1,,
11-Sep-20,15:40,GOULBURN,6,4 – QUALIS,L.MAGGORIAN,3,,
11-Sep-20,15:50,CAIRNS,5,1 – FLUTTERING,W.D'AVILA,22,,
11-Sep-20,16:00,SWAN HILL,6,8 – MR RAIKONEN,J.BOWDITCH,31,,
11-Sep-20,16:27,CAIRNS,6,1 – DUNATUN,M.POTGIETER(A),313,,
11-Sep-20,17:04,CAIRNS,7,1 – DELUX ROCKER,M.POTGIETER(A),X12,,
11-Sep-20,17:15,TUNCURRY,8,6 – STAR RAIDER,D.GIBBONS(A),X41,,
11-Sep-20,17:40,CAIRNS,8,1 – AROHA TE MANA,K.SOUTHAM(A),2X2,,
,,,,,,,,
,10-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
10-Sep-20,13:07,IPSWICH,2,3 – B’DAISY,T.HARRISON,531,,
10-Sep-20,13:35,HAWKESBURY,1,1 – GAME THEORY,J.PARR,21,,
10-Sep-20,13:55,BALLINA,1,2 - MASPOETA,M.MCGUREN,143,,
10-Sep-20,14:00,MORNINGTON,2,7 – MISS INBETWEEN,B.MELHAM,4X2,2ND,/$1.40
10-Sep-20,14:18,IPSWICH,4,3 – HEZHOME,L.TILLEY,3X2,,
10-Sep-20,15:00,MORNINGTON,4,3 – FORTYFIVEDEGREES,J.BOWDITCH,333,,
10-Sep-20,15:52,NORTHAM,1,5 – CHICLETT,J.AZZORPARDI,4X2,WINNER,$1.45 /$1.04
10-Sep-20,16:00,MORNINGTON,6,2 – MELARITA (BEST BET),B.MELHAM,131,WINNER,$2.58 /$1.35
10-Sep-20,16:12,IPSWICH,7,5 – FAITH AND LOVE,B.STEWART,X13,2ND,/$1.29
10-Sep-20,16:40,HAWKESBURY,6,10 – LOVE TAP,N.RAWILLER,11,LATE,SCRATCHING
10-Sep-20,16:55,BALLINA,6,4 – CROOKED GENT,L.KILNER(A),31,LATE,SCRATCHING
10-Sep-20,17:00,MORNINGTON,8,3 – MARITANA,C.HEFEL(A),0X0,WINNER,$3.40 /$1.62
10-Sep-20,17:40,NORTHAM,4,2 – CHOOSE FREEDOM,R.HILL,832,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,9-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
9-Sep-20,12:25,SANDOWN,1,6 – STEEL SKIES,D.STACKHOUSE,74,,
9-Sep-20,13:00,SANDOWN,2,1 – SUCCEED INDEED,L.KING(A),3X3,WINNER,$5.50 /$1.90
9-Sep-20,13:08,EAGLE FARM,1,3 – PERNELL (BEST BET),B.NOTHDURFT,X42,2ND,/$1.35
9-Sep-20,13:25,CANTERBURY,1,2 – CADENABBIA,J.MCDONALD,2,WINNER,$2.00 /$1.18
9-Sep-20,13:35,SANDOWN,3,10 – SQUAMI,C.WILLIAMS,6X1,,
9-Sep-20,13:43,EAGLE FARM,2,2 – PROSPECTUS,R.STEWART,312,LATE,SCRATCHING
9-Sep-20,14:00,CANTERBURY,2,1 – ARGENTEUS,N.RAWILLER,X52,WINNER,$3.10 /$1.50
9-Sep-20,14:10,SANDOWN,4,3 – UPSWING,B.EGAN,X43,3RD,/$1.45
9-Sep-20,14:25,MURRAY BRIDGE,2,7 – NAKHEEL (BEST BET),T.PANNELL,X72,WINNER,$3.30 /$1.28
9-Sep-20,14:53,EAGLE FARM,4,2 – THE TAX ACCOUNTANT,B.STEWART,532,,
9-Sep-20,15:10,CANTERBURY,4,2 – KNOWITALL JACK,L.DAY(A),532,,
9-Sep-20,15:28,EAGLE FARM,5,6 HOWWONDERFULLIFEIS,J.BYRNE,622,,
9-Sep-20,15:38,MURRAY BRIDGE,4,6 – ORDER IS RESTORED,J.POTTER,63,,
9-Sep-20,15:49,BELMONT,1,1 – DARK ASSAULT,C.NICOLL,3X9,,
9-Sep-20,16:03,EAGLE FARM,6,7 – LUCKY TIME,L.CASSIDY,32,LATE,SCRATCHING
9-Sep-20,16:10,MURRAY BRIDGE,5,1 – PROMOTER,J.EATON(A),31,,
9-Sep-20,16:20,CANTERBURY,6,1 – BIG PARADE,J.PARR,2X4,WINNER,$1.90 /$1.18
9-Sep-20,16:45,MURRAY BRIDGE,6,5 – CONCONI,S.CAHILL,422,WINNER,$3.70 /$1.57
9-Sep-20,17:05,SANDOWN,9,5 – APPROACH DISCREET,D.OLIVER,311,LATE,SCRATCHING
9-Sep-20,17:35,BELMONT,4,2 – ANNIHILATOR,B.PARNHAM,105,2ND,/$2.05
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,8-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
8-Sep-20,12:40,QUEANBEYAN,1,7 – MR MAHARAJ,B.MCDOUGALL,103,,
8-Sep-20,13:04,MACKAY,1,9 – IMALI,C.JOKIC,433,WINNER,$2.25/ $1.22
8-Sep-20,13:15,QUEANBEYAN,2,3 – MY EMPIRE,B.WARD,X75,2ND,/$2.10
8-Sep-20,13:30,MOE,1,5 – CHARMING ADELINE,C.NEWITT,2,,
8-Sep-20,13:35,SCONE,1,1 – BANJU (BEST BET),K.LATHAM,222,3RD,/$1.12
8-Sep-20,13:43,MACKAY,2,1 – STARSONIC,T.BANNON,542,2ND,/$1.22
8-Sep-20,13:55,QUEANBEYAN,3,3 – SORRIDERE,K.JENNINGS,0X7,WINNER,$4.70 /$1.90
8-Sep-20,14:10,SCONE,2,6 – PHYLAVE,C.REITH,462,,
8-Sep-20,14:18,MACKAY,3,3 – ELLE A WALKING,K.SOUTHAM(A),331,,
8-Sep-20,15:00,MOE,4,3 – ZOUPINO (BEST BET),C.RAWILLER(A),23,,
8-Sep-20,15:10,QUEANBEYAN,5,2 – PHOTOGENIC,E.HENNESSY(A),2X7,LATE,SCRATCHING
8-Sep-20,15:30,MOE,5,8 – SAPEIRO,J.BOWDITCH,31,3RD,/$1.60
8-Sep-20,15:34,MACKAY,5,1 – LOUIE THE LEGEND,B.PENGELLY,6X3,,
8-Sep-20,15:45,QUEANBEYAN,6,4 – I CALL JUNEE HOME,M.CAHILL,0X3,2ND,/$2.90
8-Sep-20,16:00,MOE,6,8 – AWAYTOFF,J.FRY,52,,
8-Sep-20,16:05,SCONE,5,5 – SAPPHIRES SON,M.BELL,612,WINNER,$6.00 /$2.00
8-Sep-20,16:20,QUEANBEYAN,7,3 – RAVENS RABBIT,A.SWEENY,123,,
8-Sep-20,16:40,SCONE,6,12 – BLUE TATOO,K.LATHAM,4X2,LATE,SCRATCHING
8-Sep-20,17:00,MOE,8,1 – DESERT DREAMER,M.CARTWRIGHT(A),173,WINNER,$5.20 /$2.30
,,,,,,,,
,7-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
7-Sep-20,13:25,KEMPSEY,1,2 – GREAT MARLOW,B.LOOKER,521,2ND,/$1.30
7-Sep-20,13:30,WANGARATTA,2,2 – CRYSTAL CHIEF,D.MOOR,33X,WINNER,$2.50 /$1.30
7-Sep-20,14:00,WANGARATTA,3,9 – SMART DESIGN (BEST BET),C.RAWILLER(A),223,WINNER,$3.90 /$1.75
7-Sep-20,14:25,WELLINGTON,2,7 – MISS MONTE,B.CRAY,X33,2ND,/$1.60
7-Sep-20,14:40,KEMPSEY,3,11 – SHAKTI,C.REITH,3,,
7-Sep-20,15:05,WELLINGTON,3,2 – OLD HARBOUR,K.B-PITOMAC(A),33X,,
7-Sep-20,15:20,KEMPSEY,4,3 – BOOM QUEEN,K.W-TAYLOR(A),602,,
7-Sep-20,15:55,KEMPSEY,5,6 – UNEARTHED,L.DAY(A),1,,
7-Sep-20,16:15,WELLINGTON,5,6 – BID TO FAME,R.SIMPSON(A),322,,
7-Sep-20,16:35,KEMPSEY,6,7 – OH SO HOT,A.GIBBONS,X03,2ND,/$2.15
7-Sep-20,16:50,WELLINGTON,6,7 – SOLDIER POY,C.GALLAGHER,831,,
7-Sep-20,17:10,KEMPSEY,7,3 – DISCOMBE,C.REITH,0X1,,
7-Sep-20,17:25,WELLINGTON,7,5 – EMILETTE,G.RYAN,213,2ND,/$1.18
,,,,,,,,
,6-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
6-Sep-20,12:35,DEVONPORT,1,2 – FITZWILLIAM,D.PIRES,5X1,WINNER,$4.40 /$1.55
6-Sep-20,12:40,MOREE,1,2 – HIGHBURY (BEST BET),B.HODDER,623,WINNER,$1.85 /$1.13
6-Sep-20,13:15,DEVONPORT,2,3 – GOLDEN EGG,B.MUHCU,233,,
6-Sep-20,13:40,GUNDAGAI,2,3 – DEEMED CORRUPT,S.MILLER,232,2ND,/$1.70
6-Sep-20,13:55,MOREE,3,1 – BELLE REVE,L.KILNER(A),63,WINNER,$2.50 /$1.30
6-Sep-20,14:00,GEELONG,3,10 – KAZUHIKO,J.BOWDITCH,2X,2ND,/$1.70
6-Sep-20,14:35,GEELONG,4,10 – MR VISTA,B.MELHAM,25,,
6-Sep-20,14:50,GUNDAGAI,4,1 – ROYAL MONARCH,M.HEAGNEY,133,WINNER,$5.00 /$1.80
6-Sep-20,15:02,DEVONPORT,5,5 – UP WIND,I.TOKER,211,,
6-Sep-20,15:09,ALICE SPRINGS,1,1 – THAT’S JUSTIFIED,W.KERFORD,111,,
6-Sep-20,15:29,KALGOORLIE,2,11- NAUGHTY THOUGHTIES,M.DERRICK(A),332,,
6-Sep-20,15:37,DEVONPORT,6,3 – BELEARLIC,I.TOKER,X12,,
6-Sep-20,16:06,KALGOORLIE,3,3 – MANHATTEN MONEY,M.PATEMAN,121,WINNER,$2.20 /$1.30
6-Sep-20,16:12,ALICE SPRINGS,3,1 – CELTIC BELLE,P.DENTON,231,WINNER,$3.40 /$1.45
6-Sep-20,16:15,DEVONPORT,7,2 – MOSS ’N’ BOLT,K.MASKIEL(A),342,WINNER,$2.70 /$1.35
6-Sep-20,16:36,KALGOORLIE,4,9 – DEVINE BEAST,C.NICOLL,511,2ND,/$2.40
6-Sep-20,16:45,GUNDAGAI,7,3 – DENESC,B.MCDOUGALL,424,WINNER,$2.30 /$1.26
6-Sep-20,16:47,ALICE SPRINGS,4,2 – NIC NAC,R.VIGAR,311,,
6-Sep-20,17:08,SUNSHINE COAST,8,6 – RISING STAR,J.ORMAN,X14,2ND,/$1.10
6-Sep-20,17:12,KALGOORLIE,5,1 – MAGIC WILL REIGN,M.PATEMAN,212,WINNER,$3.60 /$1.60
6-Sep-20,17:15,GEELONG,9,7 – BAROCHA (BEST BET),J.KAH,1,WINNER,$1.45 /$1.10
,,,,,,,,
,5-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
5-Sep-20,12:10,KILMORE,1,13 – MALICORNE,J.CHILDS,2X2,WINNER,$2.30 /$1.40
5-Sep-20,12:15,RANDWICK,1,4 – ATHIRI,J.MCDONALD,9X2,,
5-Sep-20,12:23,DOOMBEN,2,1 – MAGIC CONQUEROR,B.STEWART,X31,,
5-Sep-20,12:34,HAWKESBURY,1,2 – SHADOW COLOUR,T.SCHILLER(A),3X2,2ND,/$1.67
5-Sep-20,12:38,GOLD COAST,1,3 – DANITES (BEST BET),S.CORMACK,532,2ND,/$1.24
5-Sep-20,12:50,RANDWICK,2,3 – FEEL THE KNIGHT,T.BERRY,253,,
5-Sep-20,12:53,GATTON,1,1 – ENTERPRISE MOSS,K.COWAN(A),41,,
5-Sep-20,13:33,DOOMBEN,4,4 – RUN FOR GLORY,J.BYRNE,111,WINNER,$1.80 /$1.26
5-Sep-20,13:44,HAWKESBURY,3,4 – NEARLY FINE,T.SCHILLER(A),423,2ND,/$1.36
5-Sep-20,13:48,GOLD COAST,3,3 – BECANDLENI,T.WOLFGRAM,112,,
5-Sep-20,14:03,BELMONT,1,1 – ENDURING MOMENT,C.PARNHAM,322,WINNER,$2.30 /$1.25
5-Sep-20,14:08,DOOMBEN,5,3 – CLOAK (BEST BET),R.MALONEY,111,WINNER,$1.75 /$1.14
5-Sep-20,14:11,GRAFTON,2,1 – HUEY,J.WATKINS,X51,,
5-Sep-20,14:15,MOONEE VALLEY,4,6 – JUNIPAL,J.ALLEN,7X3,WINNER,$2.10 /$1.18
5-Sep-20,14:23,GOLD COAST,4,2 – NIEWAND,B.NOTHDURFT,731,WINNER,$2.10 /$1.50
5-Sep-20,14:26,MORPHETVILLE,4,8 – THE MULTIPLIER,T.PANNELL,3,LATE,SCRATCHING
5-Sep-20,14:46,GRAFTON,3,8 – ABOVE THE LOT,B.LOOKER,253,LATE,SCRATCHING
5-Sep-20,14:50,MOONEE VALLEY,5,6 – SHOWMANSHIP,W.PIKE,111,WINNER,$2.10 /$1.18
5-Sep-20,14:54,HAWKESBURY,5,1 – NOT ANOTHER REIBY,J.PENZA,22,2ND,/$1.25
5-Sep-20,15:10,RANDWICK,6,1 – DAME GISELLE,T.BERRY,4X1,WINNER,$3.80 /$1.50
5-Sep-20,15:22,DOOMBEN,7,8 – GETYOURGREYON,J.G-CHEST,214,WINNER,$2.30 /$1.22
5-Sep-20,15:30,MOONEE VALLEY,6,7 – BROOKLYN HUSTLE,D.DUNN,5X1,3RD,/$1.45
5-Sep-20,15:38,GOLD COAST,6,7 – AVENTURINE,B.NOTHDURFT,2,WINNER,$1.20 /$1.03
5-Sep-20,15:57,BELMONT,4,6 – LEADING GIRL,C.PARNHAM,X22,3RD,/$1.12
5-Sep-20,16:02,DOOMBEN,8,3 – MISHANI MISS,S.TOMLINSON(A),412,WINNER,$2.90 /$1.24
5-Sep-20,16:06,GRAFTON,5,1 – DANGEROUS DAN,L.ROLLS,343,2ND,/$1.45
5-Sep-20,16:10,MOONEE VALLEY,7,3 – DIRTY THOUGHTS,D.MOOR,111,3RD,/$1.95
5-Sep-20,16:18,GOLD COAST,7,7 – JAZZ QUEEN,S.CORMACK,X26,,
5-Sep-20,16:38,DOOMBEN,9,6 – ROYAL HALE,R.MALONEY,X51,,
5-Sep-20,16:45,MOONEE VALLEY,8,6 – SIRCCONI,D.STACKHOUSE,722,,
5-Sep-20,16:55,GOLD COAST,8,10 – STOKED,A.CHAU,432,WINNER,$3.00 /$1.65
5-Sep-20,17:00,MORPHETVILLE,8,5 – TERRITORY TITAN,K.CROWTHER,112,,
5-Sep-20,17:10,RANDWICK,9,12 – ICEBATH,G.BOSS,3X2,,
5-Sep-20,17:15,BELMONT,6,4 – MONEY MATTERS,C.J-POR,X21,WINNER,$2.60/ $1.35
,,,,,,,,
,4-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
4-Sep-20,12:40,CANBERRA,1,6 – WILFUL SOUL,B.LOY,211,2ND,/$1.30
4-Sep-20,12:55,WYONG,1,10 – KISS AND TELL,N.RAWILLER,224,2ND,/$1.24
4-Sep-20,13:00,DONALD,1,3 – CLEVER APPROACH,D.BATES,4X2,2ND,/$1.30
4-Sep-20,13:03,ROCKHAMPTON,1,2 - ROLLINWITHTHEFLOW (BEST BET),J.STANLEY,6X1,WINNER,$2.40 /$1.57
4-Sep-20,13:15,CANBERRA,2,2 – PERALTA,B.MCDOUGALL,433,LATE,SCRATCHING
4-Sep-20,13:42,ROCKHAMPTON,2,1 – ATZENI,B-D.APPO,4X2,,
4-Sep-20,13:50,CANBERRA,3,1 – MOHAHNA,B.WARD,X62,,
4-Sep-20,14:00,DONALD,3,10 – GLOBAL WONDER,Z.SPAIN,X53,3RD,/$1.70
4-Sep-20,14:10,WYONG,3,2 – BADIA (BEST BET),J.MCDONALD,352,3RD,/$1.35
4-Sep-20,14:17,ROCKHAMPTON,3,5 – CHEZBLACK,J.STANLEY,231,WINNER,$1.80 /$1.17
4-Sep-20,14:25,CANBERRA,4,3 – FRANKLY SAVVY,L.MAGGORIAN,1,,
4-Sep-20,14:45,WYONG,4,12 – PRINCESS GLAMOUR,K.O'HARA,3X3,3RD,/$3.20
4-Sep-20,14:52,ROCKHAMPTON,4,2 – MASTER JAMIE,M.POTGEITER(A),277,WINNER,$1.95 /$1.15
4-Sep-20,15:20,WYONG,5,3 – SKYMIST,C.WILLIAMS(A),X11,,
4-Sep-20,15:30,DONALD,6,8 – SUMMER LOVER,J.ALLEN,X71,,
4-Sep-20,15:55,WYONG,6,7 – EMERALDS,J.MCDONALD,X41,,
4-Sep-20,16:04,ROCKHAMPTON,6,3 – FLYING CRACKERJACK,J.STANLEY,2X2,WINNER,$3.70 /$1.50
4-Sep-20,16:27,DARWIN,2,2 - MARSALIS,K.GLADWIN,543,,
4-Sep-20,16:42,ROCKHAMPTON,7,9 – STUBAI,R.STEWART,124,WINNER,$2.25 /$1.30
4-Sep-20,17:45,DARWIN,4,2 - VUNIVALU,W.R.DAVIS,211,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,3-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
3-Sep-20,12:23,IPSWICH,1,1 – ACCEPTILE,M.KENNEDY(A),518,WINNER,$2.45 /$1.26
3-Sep-20,13:10,ALBURY,1,4 – ONE MAN BAND,B.MCDOUGALL,X32,,
3-Sep-20,13:25,MUSWELLBROOK,1,3 – ENAMOUR,SLISNYY,432,2ND,/$1.26
3-Sep-20,13:30,BALLARAT,1,6 – SHOCK AND AWE,W.PIKE,3,3RD,/$1.09
3-Sep-20,13:34,IPSWICH,3,1 – DOLLY SPARTAN,R.MALONEY,X32,WINNER,$1.55 /$1.18
3-Sep-20,13:45,ALBURY,2,8 – SUBMISSION,B.WARD,X43,2ND,/$1.44
3-Sep-20,14:00,BALLARAT,2,6 – POWER STATION,J.MOTT,2,WINNER,$2.70 /$1.30
3-Sep-20,14:13,IPSWICH,4,2 – MONDENA,R.FRADD,421,2ND,/$1.50
3-Sep-20,14:25,ALBURY,3,5 – SCALDED,R.BENSLEY,821,LATE,SCRATCHING
3-Sep-20,14:30,BALLARAT,3,4 – SASSY ANNIE,D.HOLLAND,492,,
3-Sep-20,14:40,MUSWELLBROOK,3,1 – BONDI BLUE (BEST BET),D.MCLELLAN,933,WINNER,$1.85 /$1.17
3-Sep-20,15:00,BALLARAT,4,11 – QUEEN OF ROCKS,W.PIKE,5X2,WINNER,$1.45 /$1.06
3-Sep-20,15:12,NORTHAM,1,6 – XAN BIO,C.J-POR,952,2ND,/$1.35
3-Sep-20,15:27,IPSWICH,6,4 – COCO FASHION,L.CASSIDY,755,WINNER,$3.20 /$1.22
3-Sep-20,15:30,BALLARAT,5,8 – HELJAMI,J.ALLEN,121,,
3-Sep-20,15:40,ALBURY,5,4 – ANOTHER STAR,J.MALLYON,72,,
3-Sep-20,15:47,NORTHAM,2,6 – HELLS BELLE,C.STAPLES,33X,2ND,/$1.18
3-Sep-20,16:00,BALLARAT,6,2 – RAFFINE,M.LLOYD(A),152,2ND,/$1.18
3-Sep-20,16:22,NORTHAM,3,3 – PERFECT HARMONY,L.RAMOLY(A),5X2,3RD,/$1.09
3-Sep-20,16:30,BALLARAT,7,2 – BALLE DOR,D.DUNN,21,WINNER,$1.65 /$1.12
3-Sep-20,16:57,NORTHAM,4,9 – TABELLA,N.HOPWOOD,963,WINNER,$4.00 /$1.70
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,TODAY’S SELECTIONS,,,,,,,
,2-Sep-20,,,,,,,
,TIME,VENUE,RACE,SELECTION,JOCKEY,LAST 3 STARTS,RESULT,WIN/PLACE
2-Sep-20,12:33,EAGLE FARM,1,2 – SUPER EFFORT (BEST BET),L.DITTMAN,13,2ND,/$1.15
2-Sep-20,13:08,EAGLE FARM,2,2 – NEPTUNES CHOICE,J.HUXTABLE(A),611,,
2-Sep-20,13:25,WARWICK FARM,1,5 – SWITCH PLAY,J.COLLETT,3X4,LATE,SCRATCHING
2-Sep-20,13:35,BENDIGO,2,1 – LIGHT PILLAR,J.ALLEN,22,,
2-Sep-20,13:43,EAGLE FARM,3,5 – LYRICAL GIRL,R.MALONEY,42X,WINNER,$2.45 /$1.12
2-Sep-20,13:50,GAWLER,1,3 – MONRAAJ,D.TOURNEUR,443,WINNER,$6.00 /$2.25
2-Sep-20,14:00,WARWICK FARM,2,3 – JOVIALITY,J.MCDONALD,331,WINNER,$3.50 /$1.91
2-Sep-20,14:10,BENDIGO,3,7 – THE BIG EASY,J.MCNEIL,X14,,
2-Sep-20,14:25,GAWLER,2,2 – HARD BORDER,J.TOEROEK,3X4,,
2-Sep-20,15:10,WARWICK FARM,4,1 – HOME GROUND,B.GRIFFITHS(A),523,,
2-Sep-20,15:14,BELMONT,1,1 – MY HIDDEN JOURNEY,S.PARNHAM,223,2ND,/$1.50
2-Sep-20,15:20,BENDIGO,5,3 – STRADARI,J.MCNEIL,1,,
