MeetingDate,MeetingName,RaceNumber,RunnerNumber,WinDeduction
2016-02-26,NARACOORTE,4,14,0
2016-02-26,NARACOORTE,4,15,0
2016-02-26,NARACOORTE,4,16,0
2016-02-26,NARACOORTE,5,1,11
2016-02-26,NARACOORTE,6,5,0
2016-02-26,NARACOORTE,7,10,0
2016-02-26,NARACOORTE,7,6,0
2016-02-26,NARACOORTE,7,7,0
2016-02-26,NARACOORTE,7,8,0
2016-02-26,NARROGIN,1,3,0
2016-02-26,NARROGIN,3,2,0
2016-02-26,NARROGIN,5,13,0
2016-02-26,NARROGIN,5,14,0
2016-02-26,NARROGIN,5,15,0
2016-02-26,NARROGIN,5,16,0
2016-02-26,NARROGIN,8,13,0
2016-02-26,NARROGIN,8,14,0
2016-02-26,NARROGIN,8,15,0
2016-02-26,NARROGIN,8,16,0
2016-02-26,SUNSHINE COAST,2,6,0
2016-02-26,SUNSHINE COAST,3,7,0
2016-02-26,SUNSHINE COAST,3,1,0
2016-02-26,SUNSHINE COAST,4,9,0
2016-02-26,SUNSHINE COAST,5,12,0
2016-02-26,SUNSHINE COAST,5,9,10
2016-02-26,SUNSHINE COAST,6,3,0
2016-02-26,SUNSHINE COAST,7,7,3
2016-02-26,TOWNSVILLE,1,2,5
2016-02-26,TOWNSVILLE,4,4,0
2016-02-26,TOWNSVILLE,5,9,0
2016-02-27,ARMIDALE,2,2,0
2016-02-27,ARMIDALE,2,5,0
2016-02-27,ARMIDALE,3,8,0
2016-02-27,ARMIDALE,4,7,12
2016-02-27,ARMIDALE,4,1,0
2016-02-27,ARMIDALE,7,2,0
2016-02-27,ARMIDALE,7,7,0
2016-02-27,ARMIDALE,7,1,0
2016-02-27,ASCOT,4,2,0
2016-02-27,ASCOT,5,7,0
2016-02-27,ASCOT,7,14,0
2016-02-27,ASCOT,7,15,0
2016-02-27,ASCOT,7,16,0
2016-02-27,ASCOT,7,13,0
2016-02-27,ASCOT,8,17,0
2016-02-27,ASCOT,8,18,0
2016-02-27,ASCOT,8,11,0
2016-02-27,ASCOT,8,3,0
2016-02-27,CAULFIELD,1,5,0
2016-02-27,CAULFIELD,2,1,0
2016-02-27,CAULFIELD,3,13,0
2016-02-27,CAULFIELD,4,1,43
2016-02-27,CAULFIELD,5,11,0
2016-02-27,CAULFIELD,7,17,0
2016-02-27,CAULFIELD,7,18,0
2016-02-27,CAULFIELD,7,19,0
2016-02-27,CAULFIELD,8,20,0
2016-02-27,CAULFIELD,8,6,0
2016-02-27,CAULFIELD,8,17,0
2016-02-27,CAULFIELD,8,21,0
2016-02-27,CAULFIELD,9,7,0
2016-02-27,CAULFIELD,9,9,3
2016-02-27,DALBY,2,4,0
2016-02-27,DALBY,4,7,0
2016-02-27,DALBY,4,9,0
2016-02-27,DALBY,4,3,0
2016-02-27,DALBY,5,10,0
2016-02-27,DALBY,7,8,0
2016-02-27,DALBY,7,13,0
2016-02-27,DALBY,7,3,0
2016-02-27,DALBY,7,4,0
2016-02-27,DOOMBEN,1,6,9
2016-02-27,DOOMBEN,2,12,0
2016-02-27,DOOMBEN,2,7,0
2016-02-27,DOOMBEN,2,2,2
2016-02-27,DOOMBEN,6,16,0
2016-02-27,DOOMBEN,6,11,0
2016-02-27,DOOMBEN,6,13,0
2016-02-27,DOOMBEN,6,14,0
2016-02-27,DOOMBEN,6,3,0
2016-02-27,DOOMBEN,7,12,12
2016-02-27,DOOMBEN,7,14,0
2016-02-27,DOOMBEN,7,7,0
2016-02-27,DOOMBEN,7,8,0
2016-02-27,DOOMBEN,8,17,0
2016-02-27,DOOMBEN,8,18,0
2016-02-27,DOOMBEN,8,14,0
2016-02-27,GOLD COAST,1,1,0
2016-02-27,GOLD COAST,1,4,0
2016-02-27,GOLD COAST,2,13,0
2016-02-27,GOLD COAST,2,14,0
2016-02-27,GOLD COAST,3,10,0
2016-02-27,GOLD COAST,3,12,0
2016-02-27,GOLD COAST,3,14,0
2016-02-27,GOLD COAST,3,15,0
2016-02-27,GOLD COAST,3,5,0
2016-02-27,GOLD COAST,3,7,0
2016-02-27,GOLD COAST,3,8,0
2016-02-27,GOLD COAST,3,9,6
2016-02-27,GOLD COAST,5,11,0
2016-02-27,GOLD COAST,5,12,0
2016-02-27,GOLD COAST,5,5,0
2016-02-27,GOLD COAST,5,6,0
2016-02-27,GOLD COAST,5,8,0
2016-02-27,GOLD COAST,6,7,0
2016-02-27,GOLD COAST,6,10,0
2016-02-27,GOLD COAST,6,11,0
2016-02-27,GOLD COAST,7,9,0
2016-02-27,GOLD COAST,7,6,0
2016-02-27,GOLD COAST,8,15,0
2016-02-27,GOLD COAST,8,11,0
2016-02-27,GOLD COAST,8,12,0
2016-02-27,GOLD COAST,8,13,0
2016-02-27,GOLD COAST,8,1,0
2016-02-27,MORPHETTVILLE,1,10,0
2016-02-27,MORPHETTVILLE,2,6,5
2016-02-27,MORPHETTVILLE,3,11,0
2016-02-27,MORPHETTVILLE,3,13,0
2016-02-27,MORPHETTVILLE,3,14,0
2016-02-27,MORPHETTVILLE,3,1,3
2016-02-27,MORPHETTVILLE,4,11,0
2016-02-27,MORPHETTVILLE,4,12,0
2016-02-27,MORPHETTVILLE,4,7,0
2016-02-27,MORPHETTVILLE,4,2,4
2016-02-27,MORPHETTVILLE,5,5,0
2016-02-27,MORPHETTVILLE,5,1,12
2016-02-27,MORPHETTVILLE,6,1,0
2016-02-27,MORPHETTVILLE,6,3,0
2016-02-27,MORPHETTVILLE,7,17,0
2016-02-27,MORPHETTVILLE,7,15,0
2016-02-27,MORPHETTVILLE,7,8,6
2016-02-27,MORPHETTVILLE,7,1,0
2016-02-27,MORPHETTVILLE,8,11,5
2016-02-27,MORPHETTVILLE,8,13,0
2016-02-27,MORPHETTVILLE,8,16,0
2016-02-27,MORPHETTVILLE,8,10,0
2016-02-27,MORPHETTVILLE,8,2,0
2016-02-27,RANDWICK,1,1,4
2016-02-27,RANDWICK,4,4,3
2016-02-27,RANDWICK,5,5,16
2016-02-27,RANDWICK,8,15,0
2016-02-27,RANDWICK,8,16,0
2016-02-27,RANDWICK,8,14,0
2016-02-27,RANDWICK,8,4,0
2016-02-27,WAGGA,1,11,5
2016-02-27,WAGGA,2,17,0
2016-02-27,WAGGA,2,15,0
2016-02-27,WAGGA,2,16,0
2016-02-27,WAGGA,3,10,0
2016-02-27,WAGGA,3,11,0
2016-02-27,WAGGA,5,18,0
2016-02-27,WAGGA,5,2,0
2016-02-27,WAGGA,6,12,0
2016-02-27,WAGGA,6,13,0
2016-02-27,WAGGA,6,16,0
2016-02-27,WAGGA,6,17,0
2016-02-27,WAGGA,7,19,0
2016-02-27,WAGGA,7,17,0
2016-02-27,WAGGA,7,18,0
2016-02-27,WAGGA,8,20,0
2016-02-27,WAGGA,8,8,0
2016-02-27,WAGGA,8,11,0
2016-02-27,WAGGA,8,3,0
2016-02-27,YARRA VALLEY,1,1,0
2016-02-27,YARRA VALLEY,1,4,0
2016-02-27,YARRA VALLEY,1,9,0
2016-02-27,YARRA VALLEY,2,9,0
2016-02-27,YARRA VALLEY,2,11,0
2016-02-27,YARRA VALLEY,3,13,0
2016-02-27,YARRA VALLEY,3,14,0
2016-02-27,YARRA VALLEY,3,6,0
2016-02-27,YARRA VALLEY,3,3,0
2016-02-27,YARRA VALLEY,5,1,0
2016-02-27,YARRA VALLEY,6,10,0
2016-02-27,YARRA VALLEY,7,14,0
2016-02-27,YARRA VALLEY,7,12,0
2016-02-27,YARRA VALLEY,7,13,0
2016-02-27,YARRA VALLEY,7,6,0
2016-02-28,BALAKLAVA,1,7,0
2016-02-28,BALAKLAVA,2,6,0
2016-02-28,BALAKLAVA,4,3,0
2016-02-28,BALAKLAVA,4,4,0
2016-02-28,BALAKLAVA,4,5,0
2016-02-28,BALAKLAVA,5,10,0
2016-02-28,BALAKLAVA,6,9,0
2016-02-28,BALAKLAVA,6,2,8
2016-02-28,BALAKLAVA,6,6,0
2016-02-28,BALAKLAVA,7,9,0
2016-02-28,BALAKLAVA,7,12,0
2016-02-28,BALAKLAVA,7,4,0
2016-02-28,BALAKLAVA,7,5,0
2016-02-28,BALAKLAVA,7,7,0
2016-02-28,MACKAY,3,8,0
2016-02-28,MACKAY,4,6,12
2016-02-28,MACKAY,4,3,13
2016-02-28,MACKAY,4,5,0
2016-02-28,MACKAY,6,3,0
2016-02-28,MACKAY,6,4,0
2016-02-28,MACKAY,6,7,0
2016-02-28,MACKAY,7,13,0
2016-02-28,MACKAY,7,1,0
2016-02-28,NOWRA,1,6,0
2016-02-28,NOWRA,1,8,0
2016-02-28,NOWRA,2,7,0
2016-02-28,NOWRA,2,8,0
2016-02-28,NOWRA,3,7,0
2016-02-28,NOWRA,3,8,0
2016-02-28,NOWRA,3,2,0
2016-02-28,NOWRA,4,15,0
2016-02-28,NOWRA,4,12,0
2016-02-28,NOWRA,4,6,0
2016-02-28,NOWRA,4,1,0
2016-02-28,NOWRA,5,8,0
2016-02-28,NOWRA,5,9,0
2016-02-28,NOWRA,5,10,0
2016-02-28,NOWRA,5,3,0
2016-02-28,NOWRA,6,6,0
2016-02-28,NOWRA,6,7,0
2016-02-28,NOWRA,6,9,0
2016-02-28,NOWRA,6,1,0
2016-02-28,NOWRA,6,2,0
2016-02-28,NOWRA,6,3,0
2016-02-28,NOWRA,7,18,0
2016-02-28,NOWRA,7,14,0
2016-02-28,NOWRA,7,6,0
2016-02-28,NOWRA,7,9,0
2016-02-28,NOWRA,7,2,0
2016-02-28,NOWRA,7,5,0
2016-02-28,PINJARRA,1,10,0
2016-02-28,PINJARRA,2,17,0
2016-02-28,PINJARRA,2,18,0
2016-02-28,PINJARRA,3,17,0
2016-02-28,PINJARRA,3,18,0
2016-02-28,PINJARRA,3,19,0
2016-02-28,PINJARRA,4,11,0
2016-02-28,PINJARRA,4,4,0
2016-02-28,PINJARRA,5,4,0
2016-02-28,PINJARRA,5,7,0
2016-02-28,PINJARRA,6,17,0
2016-02-28,PINJARRA,8,10,0
2016-02-28,PINJARRA,8,1,0
2016-02-28,PINJARRA,9,20,0
2016-02-28,PINJARRA,9,15,0
2016-02-28,PINJARRA,9,17,0
2016-02-28,PINJARRA,9,10,25
2016-02-28,SALE,1,5,0
2016-02-28,SALE,2,2,0
2016-02-28,SALE,2,4,3
2016-02-28,SALE,4,10,0
2016-02-28,SALE,4,4,2
2016-02-28,SALE,4,6,0
2016-02-28,SALE,5,2,0
2016-02-28,SALE,6,6,0
2016-02-28,SALE,7,7,0
2016-02-28,SALE,7,8,0
2016-02-28,SALE,7,10,0
2016-02-28,SALE,7,3,0
2016-02-28,SALE,8,12,0
2016-02-28,SALE,8,5,0
2016-02-28,SALE,8,8,0
2016-02-28,SALE,8,2,0
2016-02-28,SALE,9,5,0
2016-02-28,SALE,9,8,0
2016-02-28,SUNSHINE COAST,1,2,0
2016-02-28,SUNSHINE COAST,1,9,0
2016-02-28,SUNSHINE COAST,1,10,0
2016-02-28,SUNSHINE COAST,2,7,0
2016-02-28,SUNSHINE COAST,3,1,0
2016-02-28,SUNSHINE COAST,4,15,0
2016-02-28,SUNSHINE COAST,4,8,0
2016-02-28,SUNSHINE COAST,4,5,0
2016-02-28,SUNSHINE COAST,4,6,0
2016-02-28,SUNSHINE COAST,5,1,0
2016-02-28,SUNSHINE COAST,6,12,0
2016-02-28,SUNSHINE COAST,6,4,27
2016-02-28,SUNSHINE COAST,6,6,0
2016-02-28,SUNSHINE COAST,7,10,0
2016-02-28,SUNSHINE COAST,7,11,0
2016-02-28,SUNSHINE COAST,7,5,0
2016-02-28,TAREE,1,7,0
2016-02-28,TAREE,2,2,0
2016-02-28,TAREE,3,17,0
2016-02-28,TAREE,3,12,0
2016-02-28,TAREE,3,14,0
2016-02-28,TAREE,3,2,0
2016-02-28,TAREE,4,6,0
2016-02-28,TAREE,4,10,0
2016-02-28,TAREE,4,1,0
2016-02-28,TAREE,4,4,0
2016-02-28,TAREE,6,11,0
2016-02-28,TAREE,6,10,0
2016-02-28,TAREE,7,12,0
2016-02-28,TAREE,7,5,14
2016-02-28,TAREE,8,1,0
2016-02-28,TAREE,8,2,0
2016-02-28,TAREE,8,18,0
2016-02-28,TAREE,8,17,0
2016-02-29,MUSWELLBROOK,2,15,0
2016-02-29,MUSWELLBROOK,2,17,0
2016-02-29,MUSWELLBROOK,2,18,0
2016-02-29,MUSWELLBROOK,2,10,0
2016-02-29,MUSWELLBROOK,2,1,16
2016-02-29,MUSWELLBROOK,2,4,17
2016-02-29,MUSWELLBROOK,3,17,0
2016-02-29,MUSWELLBROOK,3,8,0
2016-02-29,MUSWELLBROOK,3,12,0
2016-02-29,MUSWELLBROOK,3,1,0
2016-02-29,MUSWELLBROOK,3,6,0
2016-02-29,MUSWELLBROOK,4,5,0
2016-02-29,MUSWELLBROOK,5,12,0
2016-02-29,MUSWELLBROOK,5,5,0
2016-02-29,MUSWELLBROOK,6,4,0
2016-02-29,MUSWELLBROOK,7,5,0
2016-02-29,MUSWELLBROOK,8,14,0
2016-02-29,MUSWELLBROOK,8,7,0
2016-02-29,TERANG,1,13,0
2016-02-29,TERANG,1,14,0
2016-02-29,TERANG,1,15,0
2016-02-29,TERANG,1,16,0
2016-02-29,TERANG,1,8,0
2016-02-29,TERANG,1,10,0
2016-02-29,TERANG,1,11,0
2016-02-29,TERANG,2,10,0
2016-02-29,TERANG,2,12,0
2016-02-29,TERANG,2,13,0
2016-02-29,TERANG,2,3,0
2016-02-29,TERANG,2,8,0
2016-02-29,TERANG,3,16,0
2016-02-29,TERANG,3,10,0
2016-02-29,TERANG,4,16,0
2016-02-29,TERANG,4,17,0
2016-02-29,TERANG,4,18,0
2016-02-29,TERANG,4,3,0
2016-02-29,TERANG,5,10,0
2016-02-29,TERANG,5,11,0
2016-02-29,TERANG,5,7,0
2016-02-29,TERANG,6,4,0
2016-02-29,TERANG,6,2,0
2016-02-29,TERANG,7,10,0
2016-02-29,TERANG,7,8,0
2016-02-29,TERANG,8,16,0
2016-02-29,TERANG,8,17,0
2016-02-29,TERANG,8,8,7
2016-02-29,TERANG,8,1,0
2016-03-01,BENDIGO,2,9,0
2016-03-01,BENDIGO,2,5,0
2016-03-01,BENDIGO,3,2,0
2016-03-01,BENDIGO,4,8,0
2016-03-01,BENDIGO,5,9,0
2016-03-01,BENDIGO,5,11,0
2016-03-01,BENDIGO,6,1,0
2016-03-01,BENDIGO,7,7,0
2016-03-01,BENDIGO,8,14,0
2016-03-01,BENDIGO,8,5,0
2016-03-01,LISMORE,3,7,0
2016-03-01,LISMORE,3,9,0
2016-03-01,LISMORE,4,7,0
2016-03-01,LISMORE,6,11,0
2016-03-01,LISMORE,7,14,0
2016-03-01,LISMORE,7,16,0
2016-03-01,LISMORE,7,8,0
2016-03-01,LISMORE,7,11,0
2016-03-01,NEWCASTLE,1,2,0
2016-03-01,NEWCASTLE,1,3,0
2016-03-01,NEWCASTLE,1,15,0
2016-03-01,NEWCASTLE,1,12,0
2016-03-01,NEWCASTLE,3,6,0
2016-03-01,NEWCASTLE,3,10,0
2016-03-01,NEWCASTLE,3,1,6
2016-03-01,NEWCASTLE,4,14,0
2016-03-01,NEWCASTLE,4,15,0
2016-03-01,NEWCASTLE,4,7,0
2016-03-01,NEWCASTLE,4,4,0
2016-03-01,NEWCASTLE,5,2,25
2016-03-01,NEWCASTLE,5,3,0
2016-03-01,NEWCASTLE,5,4,12
2016-03-01,NEWCASTLE,5,1,4
2016-03-01,NEWCASTLE,6,11,0
2016-03-01,NEWCASTLE,6,12,0
2016-03-01,NEWCASTLE,6,8,0
2016-03-01,NEWCASTLE,7,12,0
2016-03-01,NEWCASTLE,7,13,0
2016-03-01,NEWCASTLE,7,14,0
2016-03-01,NEWCASTLE,7,3,5
2016-03-02,GERALDTON,1,2,0
2016-03-02,GERALDTON,1,9,0
2016-03-02,GERALDTON,1,10,0
2016-03-02,GERALDTON,1,11,0
2016-03-02,GERALDTON,2,14,0
2016-03-02,GERALDTON,2,5,0
2016-03-02,GERALDTON,3,10,0
2016-03-02,GERALDTON,3,11,0
2016-03-02,GERALDTON,3,12,0
2016-03-02,GERALDTON,4,7,0
2016-03-02,GERALDTON,6,8,0
2016-03-02,GERALDTON,6,3,0
2016-03-02,GERALDTON,7,13,0
2016-03-02,GERALDTON,8,13,0
2016-03-02,GERALDTON,8,1,0
2016-03-02,GERALDTON,9,4,0
2016-03-02,MURRAY BRIDGE,1,5,0
2016-03-02,MURRAY BRIDGE,2,11,0
2016-03-02,MURRAY BRIDGE,3,7,0
2016-03-02,MURRAY BRIDGE,3,6,0
2016-03-02,MURRAY BRIDGE,4,7,0
2016-03-02,MURRAY BRIDGE,5,3,0
2016-03-02,MURRAY BRIDGE,6,1,0
2016-03-02,MURRAY BRIDGE,7,2,0
2016-03-02,MURRAY BRIDGE,8,12,0
2016-03-02,MURRAY BRIDGE,8,3,0
2016-03-02,SANDOWN,4,1,21
2016-03-02,SANDOWN,6,9,3
2016-03-02,SANDOWN,6,11,3
2016-03-02,SANDOWN,7,4,3
2016-03-02,SANDOWN,7,5,5
2016-03-02,SANDOWN,8,14,0
2016-03-02,SANDOWN,8,15,2
2016-03-02,SANDOWN,8,8,2
2016-03-02,SANDOWN,8,10,21
2016-03-02,SANDOWN,8,12,6
2016-03-02,SANDOWN,8,13,0
2016-03-02,SANDOWN,8,7,38
2016-03-02,SANDOWN,8,1,0
2016-03-02,SUNSHINE COAST,1,3,0
2016-03-02,SUNSHINE COAST,5,10,8
2016-03-02,SUNSHINE COAST,5,7,7
2016-03-02,SUNSHINE COAST,6,11,9
2016-03-02,SUNSHINE COAST,6,5,6
2016-03-02,SUNSHINE COAST,6,3,10
2016-03-02,SUNSHINE COAST,7,4,13
2016-03-02,SUNSHINE COAST,7,9,0
2016-03-02,WARWICK FARM,1,2,0
2016-03-02,WARWICK FARM,1,7,0
2016-03-02,WARWICK FARM,2,12,2
2016-03-02,WARWICK FARM,2,6,0
2016-03-02,WARWICK FARM,2,1,0
2016-03-02,WARWICK FARM,3,13,0
2016-03-02,WARWICK FARM,3,1,3
2016-03-02,WARWICK FARM,4,14,0
2016-03-02,WARWICK FARM,4,9,7
2016-03-02,WARWICK FARM,4,10,2
2016-03-02,WARWICK FARM,5,5,0
2016-03-02,WARWICK FARM,5,8,2
2016-03-02,WARWICK FARM,5,10,2
2016-03-02,WARWICK FARM,5,1,25
2016-03-02,WARWICK FARM,6,9,0
2016-03-02,WARWICK FARM,7,13,0
2016-03-02,WARWICK FARM,7,14,0
2016-03-02,WARWICK FARM,7,16,0
2016-03-02,WARWICK FARM,7,17,0
2016-03-02,WARWICK FARM,7,18,0
2016-03-02,WARWICK FARM,7,12,3
2016-03-03,ALBANY,1,5,0
2016-03-03,ALBANY,2,12,0
2016-03-03,ALBANY,2,4,0
2016-03-03,ALBANY,3,14,0
2016-03-03,ALBANY,3,15,0
2016-03-03,ALBANY,3,7,0
2016-03-03,ALBANY,5,13,0
2016-03-03,ALBANY,5,14,0
2016-03-03,ALBANY,5,15,0
2016-03-03,ALBANY,5,16,0
2016-03-03,ALBANY,6,14,0
2016-03-03,ALBANY,6,15,0
2016-03-03,ALBANY,6,11,0
2016-03-03,ALBANY,6,13,0
2016-03-03,ALBANY,8,13,0
2016-03-03,ALBANY,8,15,0
2016-03-03,COONAMBLE,1,2,0
2016-03-03,COONAMBLE,3,13,0
2016-03-03,COONAMBLE,3,14,12
2016-03-03,COONAMBLE,3,18,0
2016-03-03,COONAMBLE,3,8,0
2016-03-03,COONAMBLE,3,12,0
2016-03-03,COONAMBLE,3,1,3
2016-03-03,COONAMBLE,3,3,0
2016-03-03,COONAMBLE,5,15,0
2016-03-03,COONAMBLE,5,16,0
2016-03-03,COONAMBLE,5,17,0
2016-03-03,COONAMBLE,5,18,0
2016-03-03,COONAMBLE,5,5,7
2016-03-03,COONAMBLE,5,1,7
2016-03-03,COONAMBLE,7,7,0
2016-03-03,PAKENHAM,1,4,0
2016-03-03,PAKENHAM,1,6,0
2016-03-03,PAKENHAM,1,8,0
2016-03-03,PAKENHAM,1,9,0
2016-03-03,PAKENHAM,4,16,0
2016-03-03,PAKENHAM,4,10,0
2016-03-03,PAKENHAM,4,14,0
2016-03-03,PAKENHAM,4,15,0
2016-03-03,PAKENHAM,5,2,0
2016-03-03,PAKENHAM,6,8,0
2016-03-03,PAKENHAM,6,12,0
2016-03-03,PAKENHAM,6,5,0
2016-03-03,PAKENHAM,6,6,0
2016-03-03,PAKENHAM,7,15,0
2016-03-03,PAKENHAM,7,16,0
2016-03-03,PAKENHAM,7,8,0
2016-03-03,PAKENHAM,7,10,0
2016-03-03,PAKENHAM,8,14,0
2016-03-03,PAKENHAM,8,15,0
2016-03-03,PAKENHAM,8,16,0
2016-03-03,PAKENHAM,8,5,0
2016-03-03,PAKENHAM,8,7,13
2016-03-03,ROCKHAMPTON,1,7,0
2016-03-03,ROCKHAMPTON,3,7,0
2016-03-03,ROCKHAMPTON,7,17,0
2016-03-03,ROCKHAMPTON,7,14,0
2016-03-03,ROCKHAMPTON,7,15,0
2016-03-03,ROCKHAMPTON,7,16,0
2016-03-03,STAWELL,2,8,0
2016-03-03,STAWELL,2,4,0
2016-03-03,STAWELL,4,11,0
2016-03-03,STAWELL,4,10,0
2016-03-03,STAWELL,5,2,0
2016-03-03,STAWELL,8,14,0
2016-03-03,STAWELL,8,15,0
2016-03-03,STAWELL,8,9,0
2016-03-03,STAWELL,8,13,0
2016-03-03,STAWELL,8,3,8
2016-03-03,STAWELL,8,5,0
2016-03-03,WYONG,2,4,0
2016-03-03,WYONG,3,9,38
2016-03-03,WYONG,3,1,0
2016-03-03,WYONG,4,9,3
2016-03-03,WYONG,8,4,16
2016-03-04,ALBURY,1,4,0
2016-03-04,ALBURY,2,8,0
2016-03-04,ALBURY,3,2,0
2016-03-04,ALBURY,5,7,2
2016-03-04,ALBURY,5,1,22
2016-03-04,ALBURY,5,4,30
2016-03-04,ALBURY,5,5,11
2016-03-04,ALBURY,6,6,0
2016-03-04,ALBURY,7,4,19
2016-03-04,ALBURY,8,17,0
2016-03-04,ALBURY,8,18,0
2016-03-04,ALBURY,8,12,0
2016-03-04,ALBURY,8,7,0
2016-03-04,CRANBOURNE,2,4,3
2016-03-04,CRANBOURNE,3,16,0
2016-03-04,CRANBOURNE,3,13,0
2016-03-04,CRANBOURNE,3,14,0
2016-03-04,CRANBOURNE,3,9,0
2016-03-04,CRANBOURNE,4,13,0
2016-03-04,CRANBOURNE,4,14,0
2016-03-04,CRANBOURNE,4,8,0
2016-03-04,CRANBOURNE,4,3,0
2016-03-04,CRANBOURNE,4,5,0
2016-03-04,CRANBOURNE,5,9,2
2016-03-04,CRANBOURNE,5,10,3
2016-03-04,CRANBOURNE,6,14,4
2016-03-04,CRANBOURNE,6,15,0
2016-03-04,CRANBOURNE,6,7,0
2016-03-04,CRANBOURNE,6,2,0
2016-03-04,CRANBOURNE,7,3,4
2016-03-04,CRANBOURNE,7,2,0
2016-03-04,CRANBOURNE,7,11,3
2016-03-04,CRANBOURNE,7,10,9
2016-03-04,CRANBOURNE,7,9,0
2016-03-04,DARWIN,4,2,0
2016-03-04,DARWIN,5,8,0
2016-03-04,DONALD,2,2,0
2016-03-04,DONALD,2,3,0
2016-03-04,DONALD,3,5,0
2016-03-04,DONALD,4,5,0
2016-03-04,DONALD,5,9,0
2016-03-04,DONALD,5,1,0
2016-03-04,DONALD,6,5,0
2016-03-04,DONALD,7,6,0
2016-03-04,DONALD,7,10,0
2016-03-04,DONALD,7,2,0
2016-03-04,DONALD,7,5,0
2016-03-04,DONALD,8,7,0
2016-03-04,DONALD,8,9,0
2016-03-04,DONALD,8,10,0
2016-03-04,IPSWICH,1,2,0
2016-03-04,IPSWICH,1,4,0
2016-03-04,IPSWICH,2,11,0
2016-03-04,IPSWICH,2,1,0
2016-03-04,IPSWICH,2,2,0
2016-03-04,IPSWICH,3,3,0
2016-03-04,IPSWICH,5,16,0
2016-03-04,IPSWICH,5,5,0
2016-03-04,IPSWICH,5,6,0
2016-03-04,IPSWICH,6,4,20
2016-03-04,IPSWICH,6,7,4
2016-03-04,IPSWICH,8,10,0
2016-03-04,IPSWICH,8,7,0
2016-03-04,PORT LINCOLN,1,14,0
2016-03-04,PORT LINCOLN,1,15,0
2016-03-04,PORT LINCOLN,1,16,0
2016-03-04,PORT LINCOLN,1,12,0
2016-03-04,PORT LINCOLN,2,11,0
2016-03-04,PORT LINCOLN,5,9,5
2016-03-04,PORT LINCOLN,5,10,0
2016-03-04,PORT LINCOLN,5,4,10
2016-03-04,PORT LINCOLN,5,7,0
2016-03-04,PORT LINCOLN,6,13,0
2016-03-04,PORT LINCOLN,8,9,0
2016-03-04,PORT LINCOLN,9,15,0
2016-03-04,PORT LINCOLN,9,8,0
2016-03-04,SAPPHIRE COAST,1,5,0
2016-03-04,SAPPHIRE COAST,2,2,0
2016-03-04,SAPPHIRE COAST,5,5,7
2016-03-04,SAPPHIRE COAST,6,9,4
2016-03-04,SAPPHIRE COAST,7,10,2
2016-03-04,SAPPHIRE COAST,7,1,12
2016-03-04,SAPPHIRE COAST,8,13,0
2016-03-04,SAPPHIRE COAST,8,11,0
2016-03-05,ASCOT,3,9,0
2016-03-05,ASCOT,3,5,6
2016-03-05,ASCOT,3,6,8
2016-03-05,ASCOT,4,4,13
2016-03-05,ASCOT,6,4,20
2016-03-05,ASCOT,8,11,10
2016-03-05,ASCOT,8,7,11
2016-03-05,COLAC,1,6,0
2016-03-05,COLAC,1,10,0
2016-03-05,COLAC,2,10,0
2016-03-05,COLAC,2,8,0
2016-03-05,COLAC,2,2,0
2016-03-05,COLAC,3,9,0
2016-03-05,COLAC,3,2,0
2016-03-05,COLAC,4,6,0
2016-03-05,COLAC,4,7,0
2016-03-05,COLAC,4,1,0
2016-03-05,COLAC,5,2,0
2016-03-05,COLAC,5,4,0
2016-03-05,COLAC,6,8,0
2016-03-05,COLAC,6,5,80
2016-03-05,COLAC,6,7,0
2016-03-05,COLAC,7,13,0
2016-03-05,COLAC,7,11,0
2016-03-05,COLAC,7,2,0
2016-03-05,COWRA,2,6,0
2016-03-05,COWRA,2,11,0
2016-03-05,COWRA,4,7,0
2016-03-05,COWRA,5,1,0
2016-03-05,COWRA,6,1,0
2016-03-05,COWRA,6,4,0
2016-03-05,DOOMBEN,2,3,0
2016-03-05,DOOMBEN,4,10,5
2016-03-05,DOOMBEN,5,12,3
2016-03-05,DOOMBEN,5,13,13
2016-03-05,DOOMBEN,5,14,0
2016-03-05,DOOMBEN,5,6,3
2016-03-05,DOOMBEN,6,13,0
2016-03-05,DOOMBEN,7,10,0
2016-03-05,DOOMBEN,8,14,0
2016-03-05,DOOMBEN,8,9,10
2016-03-05,DOOMBEN,8,2,7
2016-03-05,ESPERANCE,1,9,0
2016-03-05,ESPERANCE,2,7,0
2016-03-05,ESPERANCE,4,8,0
2016-03-05,ESPERANCE,7,4,0
2016-03-05,ESPERANCE,8,12,0
2016-03-05,FLEMINGTON,1,6,35
2016-03-05,FLEMINGTON,2,15,0
2016-03-05,FLEMINGTON,3,7,2
2016-03-05,FLEMINGTON,4,7,0
2016-03-05,FLEMINGTON,4,1,27
2016-03-05,FLEMINGTON,6,13,0
2016-03-05,FLEMINGTON,6,9,14
2016-03-05,FLEMINGTON,7,12,0
2016-03-05,FLEMINGTON,8,7,2
2016-03-05,FLEMINGTON,9,22,0
2016-03-05,FLEMINGTON,9,1,0
2016-03-05,FLEMINGTON,9,9,0
2016-03-05,FLEMINGTON,9,5,2
2016-03-05,FLEMINGTON,9,13,3
2016-03-05,FLEMINGTON,9,20,0
2016-03-05,GOLD COAST,2,3,0
2016-03-05,GOLD COAST,3,10,0
2016-03-05,GOLD COAST,3,5,0
