MeetingDate,MeetingName,RaceNumber,RunnerNumber,WinDeduction
2016-01-01,BUNBURY,2,5,0
2016-01-01,BUNBURY,3,3,0
2016-01-01,BUNBURY,4,10,0
2016-01-01,BUNBURY,4,1,0
2016-01-01,BUNBURY,6,17,0
2016-01-01,BUNBURY,6,18,0
2016-01-01,BUNBURY,6,11,0
2016-01-01,BUNBURY,6,13,0
2016-01-01,BUNBURY,7,13,0
2016-01-01,BUNBURY,7,14,0
2016-01-01,BUNBURY,7,8,0
2016-01-01,BUNBURY,7,9,0
2016-01-01,DOOMBEN,1,3,0
2016-01-01,DOOMBEN,1,14,0
2016-01-01,DOOMBEN,1,15,0
2016-01-01,DOOMBEN,1,7,0
2016-01-01,DOOMBEN,1,8,0
2016-01-01,DOOMBEN,2,7,10
2016-01-01,DOOMBEN,3,16,0
2016-01-01,DOOMBEN,4,7,19
2016-01-01,DOOMBEN,5,2,5
2016-01-01,DOOMBEN,6,12,0
2016-01-01,DOOMBEN,6,9,0
2016-01-01,DOOMBEN,7,10,0
2016-01-01,DOOMBEN,7,13,0
2016-01-01,DOOMBEN,7,5,10
2016-01-01,DOOMBEN,7,6,8
2016-01-01,DOOMBEN,7,8,0
2016-01-01,DOOMBEN,8,21,0
2016-01-01,DOOMBEN,8,17,0
2016-01-01,DOOMBEN,8,12,0
2016-01-01,DOOMBEN,8,3,0
2016-01-01,DOOMBEN,8,5,0
2016-01-01,DOOMBEN,8,2,0
2016-01-01,FLEMINGTON,1,1,35
2016-01-01,FLEMINGTON,1,8,0
2016-01-01,FLEMINGTON,4,11,3
2016-01-01,FLEMINGTON,4,10,5
2016-01-01,FLEMINGTON,6,16,10
2016-01-01,FLEMINGTON,6,18,0
2016-01-01,FLEMINGTON,6,12,7
2016-01-01,FLEMINGTON,6,4,0
2016-01-01,FLEMINGTON,6,8,5
2016-01-01,FLEMINGTON,6,1,0
2016-01-01,FLEMINGTON,8,11,7
2016-01-01,FLEMINGTON,8,15,0
2016-01-01,INVERELL,1,2,0
2016-01-01,INVERELL,1,14,0
2016-01-01,INVERELL,1,15,0
2016-01-01,INVERELL,1,16,0
2016-01-01,INVERELL,2,15,0
2016-01-01,INVERELL,2,16,0
2016-01-01,INVERELL,2,17,0
2016-01-01,INVERELL,4,6,0
2016-01-01,INVERELL,6,13,12
2016-01-01,INVERELL,7,15,0
2016-01-01,INVERELL,7,17,0
2016-01-01,INVERELL,7,18,0
2016-01-01,INVERELL,7,6,0
2016-01-01,INVERELL,8,15,0
2016-01-01,INVERELL,8,10,0
2016-01-01,INVERELL,8,13,0
2016-01-01,LAUNCESTON,1,4,0
2016-01-01,LAUNCESTON,1,10,0
2016-01-01,LAUNCESTON,1,11,0
2016-01-01,LAUNCESTON,2,9,0
2016-01-01,LAUNCESTON,2,10,0
2016-01-01,LAUNCESTON,2,11,0
2016-01-01,LAUNCESTON,2,12,0
2016-01-01,LAUNCESTON,2,13,0
2016-01-01,LAUNCESTON,3,10,0
2016-01-01,LAUNCESTON,3,11,0
2016-01-01,LAUNCESTON,3,1,0
2016-01-01,LAUNCESTON,3,2,0
2016-01-01,LAUNCESTON,3,5,0
2016-01-01,LAUNCESTON,4,10,0
2016-01-01,LAUNCESTON,4,1,0
2016-01-01,LAUNCESTON,5,5,0
2016-01-01,MORNINGTON,1,3,0
2016-01-01,MORNINGTON,3,13,0
2016-01-01,MORNINGTON,3,4,0
2016-01-01,MORNINGTON,4,11,0
2016-01-01,MORNINGTON,5,12,0
2016-01-01,MORNINGTON,5,5,0
2016-01-01,MORNINGTON,5,1,0
2016-01-01,MORNINGTON,6,7,0
2016-01-01,MORNINGTON,6,8,0
2016-01-01,MORNINGTON,6,4,0
2016-01-01,MORNINGTON,7,11,0
2016-01-01,MORNINGTON,7,3,0
2016-01-01,MORNINGTON,7,7,0
2016-01-01,MURRAY BRIDGE,3,15,0
2016-01-01,MURRAY BRIDGE,3,17,0
2016-01-01,MURRAY BRIDGE,3,12,0
2016-01-01,MURRAY BRIDGE,3,13,0
2016-01-01,MURRAY BRIDGE,4,8,0
2016-01-01,MURRAY BRIDGE,5,7,0
2016-01-01,MURRAY BRIDGE,5,1,0
2016-01-01,MURRAY BRIDGE,5,2,0
2016-01-01,MURRAY BRIDGE,6,12,0
2016-01-01,MURRAY BRIDGE,6,13,0
2016-01-01,MURRAY BRIDGE,6,4,0
2016-01-01,MURRAY BRIDGE,7,6,0
2016-01-01,RANDWICK,1,3,0
2016-01-01,RANDWICK,1,5,0
2016-01-01,RANDWICK,1,7,16
2016-01-01,RANDWICK,1,12,0
2016-01-01,RANDWICK,2,8,0
2016-01-01,RANDWICK,2,1,0
2016-01-01,RANDWICK,2,6,4
2016-01-01,RANDWICK,3,11,0
2016-01-01,RANDWICK,4,13,11
2016-01-01,RANDWICK,4,14,0
2016-01-01,RANDWICK,4,15,0
2016-01-01,RANDWICK,4,1,0
2016-01-01,RANDWICK,6,10,2
2016-01-01,RANDWICK,7,4,2
2016-01-01,RANDWICK,8,15,0
2016-01-01,RANDWICK,8,17,0
2016-01-01,RANDWICK,8,18,2
2016-01-01,RANDWICK,8,19,0
2016-01-01,RANDWICK,8,13,0
2016-01-01,TERANG,3,12,0
2016-01-01,TERANG,3,13,0
2016-01-01,TERANG,3,1,0
2016-01-01,TERANG,5,6,0
2016-01-02,ASCOT,1,3,0
2016-01-02,ASCOT,1,7,0
2016-01-02,ASCOT,3,1,0
2016-01-02,ASCOT,4,3,0
2016-01-02,ASCOT,5,12,0
2016-01-02,ASCOT,6,9,0
2016-01-02,ASCOT,7,4,0
2016-01-02,ASCOT,8,20,0
2016-01-02,ASCOT,8,17,0
2016-01-02,ASCOT,8,18,0
2016-01-02,ASCOT,8,19,0
2016-01-02,ASCOT,9,13,0
2016-01-02,ASCOT,9,16,0
2016-01-02,ASCOT,9,3,5
2016-01-02,COFFS HARBOUR,2,11,0
2016-01-02,COFFS HARBOUR,2,2,0
2016-01-02,COFFS HARBOUR,2,4,2
2016-01-02,COFFS HARBOUR,3,15,0
2016-01-02,COFFS HARBOUR,3,17,0
2016-01-02,COFFS HARBOUR,3,18,0
2016-01-02,COFFS HARBOUR,3,11,0
2016-01-02,COFFS HARBOUR,3,1,0
2016-01-02,COFFS HARBOUR,3,5,16
2016-01-02,COFFS HARBOUR,4,15,0
2016-01-02,COFFS HARBOUR,4,16,0
2016-01-02,COFFS HARBOUR,4,17,0
2016-01-02,COFFS HARBOUR,4,18,0
2016-01-02,COFFS HARBOUR,5,3,0
2016-01-02,COFFS HARBOUR,6,6,0
2016-01-02,COFFS HARBOUR,6,10,0
2016-01-02,COFFS HARBOUR,7,10,0
2016-01-02,COFFS HARBOUR,7,1,0
2016-01-02,COFFS HARBOUR,8,14,0
2016-01-02,COFFS HARBOUR,8,16,0
2016-01-02,COFFS HARBOUR,8,3,0
2016-01-02,COFFS HARBOUR,8,4,0
2016-01-02,ESPERANCE,1,14,0
2016-01-02,ESPERANCE,1,15,0
2016-01-02,ESPERANCE,2,15,0
2016-01-02,ESPERANCE,5,8,0
2016-01-02,ESPERANCE,5,11,0
2016-01-02,ESPERANCE,6,14,7
2016-01-02,ESPERANCE,7,11,0
2016-01-02,KEMBLA GRANGE,1,13,0
2016-01-02,KEMBLA GRANGE,1,14,0
2016-01-02,KEMBLA GRANGE,1,12,0
2016-01-02,KEMBLA GRANGE,2,11,0
2016-01-02,KEMBLA GRANGE,2,14,0
2016-01-02,KEMBLA GRANGE,2,15,0
2016-01-02,KEMBLA GRANGE,2,9,0
2016-01-02,KEMBLA GRANGE,3,14,0
2016-01-02,KEMBLA GRANGE,3,15,0
2016-01-02,KEMBLA GRANGE,3,11,0
2016-01-02,KEMBLA GRANGE,3,12,0
2016-01-02,KEMBLA GRANGE,3,13,0
2016-01-02,KEMBLA GRANGE,4,8,0
2016-01-02,KEMBLA GRANGE,5,6,0
2016-01-02,KEMBLA GRANGE,6,17,0
2016-01-02,KEMBLA GRANGE,6,11,0
2016-01-02,KEMBLA GRANGE,6,16,0
2016-01-02,KEMBLA GRANGE,6,6,0
2016-01-02,KEMBLA GRANGE,6,9,0
2016-01-02,MOONEE VALLEY,2,5,12
2016-01-02,MOONEE VALLEY,3,10,0
2016-01-02,MOONEE VALLEY,3,1,6
2016-01-02,MOONEE VALLEY,3,3,12
2016-01-02,MOONEE VALLEY,4,13,3
2016-01-02,MOONEE VALLEY,4,9,7
2016-01-02,MOONEE VALLEY,4,2,2
2016-01-02,MOONEE VALLEY,4,3,0
2016-01-02,MOONEE VALLEY,5,11,8
2016-01-02,MOONEE VALLEY,5,6,0
2016-01-02,MOONEE VALLEY,5,10,3
2016-01-02,MOONEE VALLEY,5,2,5
2016-01-02,MOONEE VALLEY,6,13,0
2016-01-02,MOONEE VALLEY,6,7,0
2016-01-02,MOONEE VALLEY,7,9,5
2016-01-02,MOONEE VALLEY,7,10,0
2016-01-02,MOONEE VALLEY,7,14,0
2016-01-02,MOONEE VALLEY,7,3,5
2016-01-02,MOONEE VALLEY,7,1,12
2016-01-02,MOONEE VALLEY,8,15,0
2016-01-02,MOONEE VALLEY,8,16,0
2016-01-02,MOONEE VALLEY,8,8,0
2016-01-02,MOONEE VALLEY,8,9,0
2016-01-02,MOONEE VALLEY,8,1,8
2016-01-02,MORPHETTVILLE,2,6,9
2016-01-02,MORPHETTVILLE,3,10,0
2016-01-02,MORPHETTVILLE,4,12,0
2016-01-02,MORPHETTVILLE,4,13,0
2016-01-02,MORPHETTVILLE,4,3,0
2016-01-02,MORPHETTVILLE,4,4,0
2016-01-02,MORPHETTVILLE,4,7,2
2016-01-02,MORPHETTVILLE,6,11,9
2016-01-02,MORPHETTVILLE,6,4,2
2016-01-02,MORPHETTVILLE,6,2,0
2016-01-02,MORPHETTVILLE,6,3,3
2016-01-02,MORPHETTVILLE,7,8,0
2016-01-02,MORPHETTVILLE,8,11,7
2016-01-02,MORPHETTVILLE,8,15,0
2016-01-02,MORPHETTVILLE,8,16,6
2016-01-02,MORPHETTVILLE,8,4,7
2016-01-02,ROCKHAMPTON,1,7,0
2016-01-02,ROCKHAMPTON,2,6,0
2016-01-02,ROCKHAMPTON,4,7,0
2016-01-02,ROCKHAMPTON,5,11,0
2016-01-02,ROCKHAMPTON,5,12,0
2016-01-02,ROCKHAMPTON,5,3,4
2016-01-02,ROCKHAMPTON,6,12,0
2016-01-02,ROCKHAMPTON,6,1,0
2016-01-02,ROCKHAMPTON,9,14,0
2016-01-02,ROCKHAMPTON,9,13,0
2016-01-02,ROSEHILL,1,5,3
2016-01-02,ROSEHILL,1,7,9
2016-01-02,ROSEHILL,2,2,13
2016-01-02,ROSEHILL,4,1,9
2016-01-02,ROSEHILL,6,11,3
2016-01-02,ROSEHILL,6,3,10
2016-01-02,ROSEHILL,7,8,20
2016-01-02,ROSEHILL,7,9,5
2016-01-02,ROSEHILL,8,14,3
2016-01-02,ROSEHILL,8,13,0
2016-01-02,ROSEHILL,9,13,7
2016-01-02,ROSEHILL,9,15,5
2016-01-02,ROSEHILL,9,17,0
2016-01-02,ROSEHILL,9,11,0
2016-01-02,ROSEHILL,9,2,3
2016-01-02,ROSEHILL,9,3,0
2016-01-02,SAPPHIRE COAST,2,6,19
2016-01-02,SAPPHIRE COAST,2,8,0
2016-01-02,SAPPHIRE COAST,4,3,0
2016-01-02,SAPPHIRE COAST,6,7,0
2016-01-02,SUNSHINE COAST,1,7,3
2016-01-02,SUNSHINE COAST,1,8,0
2016-01-02,SUNSHINE COAST,2,19,0
2016-01-02,SUNSHINE COAST,2,14,0
2016-01-02,SUNSHINE COAST,2,5,0
2016-01-02,SUNSHINE COAST,2,8,0
2016-01-02,SUNSHINE COAST,2,9,0
2016-01-02,SUNSHINE COAST,2,2,0
2016-01-02,SUNSHINE COAST,3,17,0
2016-01-02,SUNSHINE COAST,3,12,9
2016-01-02,SUNSHINE COAST,3,6,3
2016-01-02,SUNSHINE COAST,5,22,0
2016-01-02,SUNSHINE COAST,5,17,0
2016-01-02,SUNSHINE COAST,5,19,0
2016-01-02,SUNSHINE COAST,5,20,0
2016-01-02,SUNSHINE COAST,5,21,0
2016-01-02,SUNSHINE COAST,5,10,0
2016-01-02,SUNSHINE COAST,6,16,0
2016-01-02,SUNSHINE COAST,6,6,8
2016-01-02,SUNSHINE COAST,7,9,2
2016-01-02,SUNSHINE COAST,7,7,13
2016-01-02,SUNSHINE COAST,8,19,0
2016-01-02,SUNSHINE COAST,8,13,0
2016-01-02,SUNSHINE COAST,8,15,0
2016-01-02,SUNSHINE COAST,8,16,0
2016-01-02,SUNSHINE COAST,8,17,0
2016-01-02,SUNSHINE COAST,8,7,0
2016-01-03,GATTON,1,2,0
2016-01-03,GATTON,1,9,0
2016-01-03,GATTON,1,10,0
2016-01-03,GATTON,1,11,0
2016-01-03,GATTON,2,6,0
2016-01-03,GATTON,3,14,0
2016-01-03,GATTON,3,15,0
2016-01-03,GATTON,3,16,0
2016-01-03,GATTON,3,11,0
2016-01-03,GATTON,3,12,0
2016-01-03,GATTON,3,13,0
2016-01-03,GATTON,4,16,0
2016-01-03,GATTON,4,10,0
2016-01-03,GATTON,4,15,0
2016-01-03,GATTON,4,7,0
2016-01-03,GATTON,4,8,0
2016-01-03,GATTON,4,2,0
2016-01-03,GATTON,4,3,0
2016-01-03,GATTON,5,3,36
2016-01-03,GATTON,6,1,0
2016-01-03,GATTON,7,6,9
2016-01-03,GATTON,8,17,0
2016-01-03,GATTON,8,18,0
2016-01-03,GATTON,8,11,0
2016-01-03,GATTON,8,4,0
2016-01-03,GATTON,8,8,12
2016-01-03,GATTON,8,2,7
2016-01-03,GEELONG,1,4,0
2016-01-03,GEELONG,1,3,0
2016-01-03,GEELONG,2,16,0
2016-01-03,GEELONG,2,18,0
2016-01-03,GEELONG,2,9,11
2016-01-03,GEELONG,2,10,0
2016-01-03,GEELONG,2,14,0
2016-01-03,GEELONG,2,4,9
2016-01-03,GEELONG,2,8,0
2016-01-03,GEELONG,2,1,0
2016-01-03,GEELONG,3,8,47
2016-01-03,GEELONG,3,10,0
2016-01-03,GEELONG,3,12,0
2016-01-03,GEELONG,3,2,0
2016-01-03,GEELONG,4,13,0
2016-01-03,GEELONG,4,7,20
2016-01-03,GEELONG,5,7,6
2016-01-03,GEELONG,5,2,0
2016-01-03,GEELONG,6,19,0
2016-01-03,GEELONG,6,14,0
2016-01-03,GEELONG,6,15,0
2016-01-03,GEELONG,6,16,0
2016-01-03,GEELONG,6,17,0
2016-01-03,GEELONG,8,14,0
2016-01-03,GEELONG,8,16,0
2016-01-03,GEELONG,8,8,10
2016-01-03,GEELONG,8,10,13
2016-01-03,GEELONG,8,12,0
2016-01-03,GEELONG,8,1,0
2016-01-03,GEELONG,8,5,0
2016-01-03,GEELONG,9,20,0
2016-01-03,GEELONG,9,13,0
2016-01-03,GEELONG,9,3,0
2016-01-03,GEELONG,9,6,6
2016-01-03,GEELONG,9,1,0
2016-01-03,GILGANDRA,1,3,0
2016-01-03,GILGANDRA,1,7,0
2016-01-03,GILGANDRA,1,10,0
2016-01-03,GILGANDRA,2,9,0
2016-01-03,GILGANDRA,2,10,0
2016-01-03,GILGANDRA,4,4,0
2016-01-03,GILGANDRA,5,12,0
2016-01-03,GILGANDRA,5,5,0
2016-01-03,GILGANDRA,5,7,0
2016-01-03,GILGANDRA,7,1,0
2016-01-03,GILGANDRA,8,11,0
2016-01-03,MURWILLUMBAH,2,1,0
2016-01-03,MURWILLUMBAH,3,10,0
2016-01-03,MURWILLUMBAH,3,1,0
2016-01-03,MURWILLUMBAH,4,8,0
2016-01-03,MURWILLUMBAH,5,13,0
2016-01-03,MURWILLUMBAH,6,8,0
2016-01-03,MURWILLUMBAH,7,15,0
2016-01-03,MURWILLUMBAH,7,16,0
2016-01-03,MURWILLUMBAH,7,1,0
2016-01-03,MURWILLUMBAH,7,3,0
2016-01-03,MURWILLUMBAH,8,9,0
2016-01-03,MURWILLUMBAH,8,10,0
2016-01-03,MURWILLUMBAH,8,5,0
2016-01-03,MURWILLUMBAH,8,7,0
2016-01-03,MURWILLUMBAH,9,14,0
2016-01-03,MURWILLUMBAH,9,16,0
2016-01-03,MURWILLUMBAH,9,10,0
2016-01-03,MURWILLUMBAH,9,12,0
2016-01-03,MURWILLUMBAH,9,3,0
2016-01-03,MURWILLUMBAH,9,4,0
2016-01-03,NARACOORTE,1,9,0
2016-01-03,NARACOORTE,1,10,27
2016-01-03,NARACOORTE,2,12,0
2016-01-03,NARACOORTE,2,3,0
2016-01-03,NARACOORTE,3,1,0
2016-01-03,NARACOORTE,4,10,0
2016-01-03,NARACOORTE,5,6,11
2016-01-03,NARACOORTE,5,2,0
2016-01-03,NARACOORTE,6,9,0
2016-01-03,NARACOORTE,7,15,0
2016-01-03,NARACOORTE,7,10,0
2016-01-03,PINJARRA,1,5,0
2016-01-03,PINJARRA,2,15,0
2016-01-03,PINJARRA,2,18,0
2016-01-03,PINJARRA,2,12,0
2016-01-03,PINJARRA,2,2,0
2016-01-03,PINJARRA,2,1,0
2016-01-03,PINJARRA,4,3,0
2016-01-03,PINJARRA,4,5,0
2016-01-03,PINJARRA,5,4,0
2016-01-03,PINJARRA,6,11,0
2016-01-03,PINJARRA,6,4,12
2016-01-03,PINJARRA,6,6,0
2016-01-03,PINJARRA,7,1,0
2016-01-03,PINJARRA,8,14,3
2016-01-03,PINJARRA,9,7,0
2016-01-04,MORUYA,1,3,0
2016-01-04,MORUYA,3,6,0
2016-01-04,MORUYA,3,8,0
2016-01-04,MORUYA,6,11,0
2016-01-04,MORUYA,7,9,0
2016-01-04,MORUYA,7,14,0
2016-01-04,MORUYA,8,8,0
2016-01-04,MORUYA,8,5,0
2016-01-04,TAREE,1,6,0
2016-01-04,TAREE,2,17,0
2016-01-04,TAREE,2,9,0
2016-01-04,TAREE,2,3,0
2016-01-04,TAREE,3,17,0
2016-01-04,TAREE,3,18,0
2016-01-04,TAREE,3,16,0
2016-01-04,TAREE,3,10,0
2016-01-04,TAREE,4,17,0
2016-01-04,TAREE,4,11,0
2016-01-04,TAREE,4,14,0
2016-01-04,TAREE,4,1,0
2016-01-04,TAREE,6,5,0
2016-01-04,TAREE,7,8,0
2016-01-04,WANGARATTA,1,6,0
2016-01-04,WANGARATTA,1,7,51
2016-01-04,WANGARATTA,2,10,0
2016-01-04,WANGARATTA,2,13,0
2016-01-04,WANGARATTA,2,6,0
2016-01-04,WANGARATTA,3,18,0
2016-01-04,WANGARATTA,3,14,0
2016-01-04,WANGARATTA,3,17,0
2016-01-04,WANGARATTA,3,9,0
2016-01-04,WANGARATTA,3,5,9
2016-01-04,WANGARATTA,4,14,0
2016-01-04,WANGARATTA,4,16,0
2016-01-04,WANGARATTA,4,7,0
2016-01-04,WANGARATTA,4,2,0
2016-01-04,WANGARATTA,5,10,0
2016-01-04,WANGARATTA,6,12,0
2016-01-04,WANGARATTA,6,5,0
2016-01-04,WANGARATTA,6,6,0
2016-01-04,WANGARATTA,6,3,0
2016-01-04,WANGARATTA,7,14,0
2016-01-04,WANGARATTA,7,8,0
2016-01-04,WANGARATTA,7,1,0
2016-01-04,WANGARATTA,8,14,0
2016-01-04,WANGARATTA,8,15,5
2016-01-04,WANGARATTA,8,2,0
2016-01-05,STONY CREEK,1,4,0
2016-01-05,STONY CREEK,1,10,0
2016-01-05,STONY CREEK,2,9,0
2016-01-05,STONY CREEK,2,6,0
2016-01-05,STONY CREEK,2,7,0
2016-01-05,STONY CREEK,2,1,0
2016-01-05,STONY CREEK,2,2,0
2016-01-05,STONY CREEK,3,14,0
2016-01-05,STONY CREEK,3,16,0
2016-01-05,STONY CREEK,3,11,0
2016-01-05,STONY CREEK,3,13,0
2016-01-05,STONY CREEK,3,2,0
2016-01-05,STONY CREEK,3,4,0
2016-01-05,STONY CREEK,4,9,0
2016-01-05,STONY CREEK,4,3,0
2016-01-05,STONY CREEK,4,6,0
2016-01-05,STONY CREEK,5,8,0
2016-01-05,STONY CREEK,5,12,0
2016-01-05,STONY CREEK,5,1,0
2016-01-05,STONY CREEK,5,4,0
2016-01-05,STONY CREEK,6,11,0
2016-01-05,STONY CREEK,6,7,0
2016-01-05,STONY CREEK,6,10,0
2016-01-05,STONY CREEK,7,12,0
2016-01-05,STONY CREEK,7,5,0
2016-01-05,STONY CREEK,7,2,0
2016-01-05,STONY CREEK,7,3,0
2016-01-05,STONY CREEK,8,17,0
2016-01-05,STONY CREEK,8,18,0
2016-01-05,STONY CREEK,8,16,0
2016-01-05,STONY CREEK,8,2,0
2016-01-05,WYONG,1,4,0
2016-01-05,WYONG,1,10,0
2016-01-05,WYONG,2,2,0
2016-01-05,WYONG,2,5,0
2016-01-05,WYONG,4,10,0
2016-01-05,WYONG,4,11,0
2016-01-05,WYONG,4,12,0
2016-01-05,WYONG,5,2,0
2016-01-05,WYONG,5,3,0
2016-01-05,WYONG,6,6,0
2016-01-05,WYONG,6,7,0
2016-01-05,WYONG,7,11,0
2016-01-05,WYONG,7,6,0
2016-01-06,ASCOT,1,3,0
2016-01-06,ASCOT,3,3,0
2016-01-06,ASCOT,4,5,0
2016-01-06,ASCOT,5,4,0
2016-01-06,ASCOT,6,14,0
2016-01-06,ASCOT,6,6,0
2016-01-06,ASCOT,6,7,0
2016-01-06,ASCOT,7,16,0
2016-01-06,ASCOT,7,17,0
2016-01-06,ASCOT,7,7,0
2016-01-06,DEVONPORT,3,11,0
2016-01-06,DEVONPORT,3,2,0
2016-01-06,DEVONPORT,4,9,0
2016-01-06,DEVONPORT,4,10,0
2016-01-06,DEVONPORT,4,11,0
2016-01-06,DEVONPORT,4,13,0
2016-01-06,DEVONPORT,4,2,0
2016-01-06,DEVONPORT,5,12,0
2016-01-06,DEVONPORT,5,13,0
2016-01-06,DEVONPORT,5,14,0
2016-01-06,DEVONPORT,5,15,0
2016-01-06,DEVONPORT,5,6,0
2016-01-06,DEVONPORT,7,16,0
2016-01-06,DEVONPORT,7,8,0
2016-01-06,DEVONPORT,8,12,0
2016-01-06,DEVONPORT,8,13,0
2016-01-06,DEVONPORT,8,4,0
2016-01-06,DEVONPORT,9,11,0
2016-01-06,DEVONPORT,9,15,0
2016-01-06,DEVONPORT,9,7,0
2016-01-06,DEVONPORT,9,10,0
2016-01-06,DEVONPORT,9,1,0
2016-01-06,DOOMBEN,1,1,0
2016-01-06,DOOMBEN,1,4,0
2016-01-06,DOOMBEN,2,11,0
2016-01-06,DOOMBEN,2,12,0
2016-01-06,DOOMBEN,2,4,0
2016-01-06,DOOMBEN,2,5,0
2016-01-06,DOOMBEN,2,8,0
2016-01-06,DOOMBEN,2,9,0
2016-01-06,DOOMBEN,2,2,0
2016-01-06,DOOMBEN,2,3,0
2016-01-06,DOOMBEN,3,14,0
2016-01-06,DOOMBEN,3,17,0
2016-01-06,DOOMBEN,3,7,0
2016-01-06,DOOMBEN,3,9,0
2016-01-06,DOOMBEN,3,10,0
2016-01-06,DOOMBEN,3,3,0
2016-01-06,DOOMBEN,3,4,0
2016-01-06,DOOMBEN,3,5,0
2016-01-06,DOOMBEN,4,4,0
2016-01-06,DOOMBEN,4,5,0
2016-01-06,DOOMBEN,4,6,0
2016-01-06,DOOMBEN,5,10,0
2016-01-06,DOOMBEN,5,1,0
2016-01-06,DOOMBEN,5,4,0
2016-01-06,DOOMBEN,5,18,0
2016-01-06,DOOMBEN,5,12,0
2016-01-06,DOOMBEN,5,13,0
2016-01-06,DOOMBEN,5,14,0
2016-01-06,DOOMBEN,5,6,0
2016-01-06,DOOMBEN,5,8,0
2016-01-06,DOOMBEN,5,9,0
2016-01-06,DOOMBEN,6,5,0
2016-01-06,DOOMBEN,6,6,0
2016-01-06,DOOMBEN,6,8,0
2016-01-06,DOOMBEN,6,9,0
2016-01-06,DOOMBEN,6,3,0
2016-01-06,DOOMBEN,7,5,0
2016-01-06,DOOMBEN,7,7,0
2016-01-06,DOOMBEN,7,8,0
2016-01-06,DOOMBEN,7,10,0
2016-01-06,DOOMBEN,7,2,0
2016-01-06,DOOMBEN,7,4,0
2016-01-06,DOOMBEN,8,10,0
2016-01-06,DOOMBEN,8,12,0
2016-01-06,DOOMBEN,8,13,0
2016-01-06,DOOMBEN,8,14,0
2016-01-06,DOOMBEN,8,4,0
2016-01-06,DOOMBEN,8,5,0
2016-01-06,DOOMBEN,8,6,0
2016-01-06,DOOMBEN,8,1,0
2016-01-06,DOOMBEN,8,2,0
2016-01-06,DOOMBEN,8,3,0
2016-01-06,GAWLER,1,3,0
2016-01-06,GAWLER,3,8,0
2016-01-06,GAWLER,5,6,0
2016-01-06,GAWLER,6,13,0
2016-01-06,GAWLER,7,7,0
2016-01-06,GAWLER,8,5,0
2016-01-06,SANDOWN,1,5,0
2016-01-06,SANDOWN,1,8,0
2016-01-06,SANDOWN,2,10,0
2016-01-06,SANDOWN,3,3,0
2016-01-06,SANDOWN,4,1,0
2016-01-06,SANDOWN,5,11,0
2016-01-06,SANDOWN,5,9,0
2016-01-06,SANDOWN,6,7,0
2016-01-06,SANDOWN,6,9,0
2016-01-06,SANDOWN,6,10,0
2016-01-06,SANDOWN,7,9,0
2016-01-06,SANDOWN,7,10,0
2016-01-06,SANDOWN,8,5,0
2016-01-06,SANDOWN,8,1,0
2016-01-06,WARWICK FARM,2,6,0
2016-01-06,WARWICK FARM,3,8,0
2016-01-06,WARWICK FARM,4,2,0
2016-01-06,WARWICK FARM,6,7,0
2016-01-06,WARWICK FARM,6,9,0
2016-01-07,GERALDTON,2,1,3
2016-01-07,GERALDTON,5,6,12
2016-01-07,GERALDTON,6,4,0
2016-01-07,GUNNEDAH,3,1,0
2016-01-07,GUNNEDAH,4,15,0
2016-01-07,GUNNEDAH,4,16,0
2016-01-07,GUNNEDAH,4,9,2
2016-01-07,GUNNEDAH,5,6,0
2016-01-07,GUNNEDAH,5,4,0
2016-01-07,GUNNEDAH,6,18,0
2016-01-07,GUNNEDAH,6,15,0
2016-01-07,GUNNEDAH,6,16,0
2016-01-07,GUNNEDAH,6,17,0
2016-01-07,GUNNEDAH,7,6,0
2016-01-07,GUNNEDAH,7,1,0
2016-01-07,KYNETON,3,11,0
2016-01-07,KYNETON,3,14,0
2016-01-07,KYNETON,3,6,0
2016-01-07,KYNETON,3,1,0
2016-01-07,KYNETON,3,4,19
2016-01-07,KYNETON,4,11,0
2016-01-07,KYNETON,4,13,0
2016-01-07,KYNETON,4,14,0
2016-01-07,KYNETON,4,6,0
2016-01-07,KYNETON,4,1,0
2016-01-07,KYNETON,5,10,0
2016-01-07,KYNETON,5,1,0
2016-01-07,KYNETON,6,8,0
2016-01-07,KYNETON,6,7,11
2016-01-07,KYNETON,7,9,0
2016-01-07,KYNETON,7,13,0
2016-01-07,KYNETON,7,4,0
2016-01-07,KYNETON,8,2,9
2016-01-07,KYNETON,8,3,0
2016-01-07,KYNETON,8,1,0
2016-01-07,TOWNSVILLE,2,17,0
2016-01-07,TOWNSVILLE,2,16,0
2016-01-07,TOWNSVILLE,2,5,0
2016-01-07,TOWNSVILLE,5,15,0
2016-01-07,TOWNSVILLE,5,16,0
2016-01-07,TOWNSVILLE,6,2,5
2016-01-07,TOWNSVILLE,7,8,0
2016-01-07,WAGGA,2,15,0
2016-01-07,WAGGA,3,9,0
2016-01-07,WAGGA,4,17,0
2016-01-07,WAGGA,4,11,0
2016-01-07,WAGGA,4,12,5
2016-01-07,WAGGA,4,3,0
2016-01-07,WAGGA,6,5,0
2016-01-07,WAGGA,7,11,0
2016-01-07,WAGGA,7,5,0
2016-01-07,WARWICK FARM,1,3,2
2016-01-07,WARWICK FARM,1,7,2
2016-01-07,WARWICK FARM,1,10,3
2016-01-07,WARWICK FARM,1,11,3
2016-01-07,WARWICK FARM,1,12,8
